task,scenario,video_uid,video_category,sample_id,distractor_task,distractor_sample_id,dialogue,question,options,correct_answer,start_sec,end_sec
MIntRec,text_grounded,b68709fe-2a73-49c3-a468-afcf56ab234c,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",mintred_0445,QaEgo4D,11cf90e6-923d-4078-a98f-09a92a22c614_6,"[{""speaker"": ""Speaker 1"", ""text"": ""This office is a total disaster—files everywhere, delays on every project.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, it's been like this for months. No one's stepping up to fix it.""}, {""speaker"": ""Speaker 1"", ""text"": ""The workflows are broken, and we're losing money hand over fist.""}, {""speaker"": ""Speaker 2"", ""text"": ""So what's the plan? We can't keep going like this.""}, {""speaker"": ""Speaker 1"", ""text"": ""i'm gonna turn this place into the most efficient machine""}]",What is the intent of the last utterance in the dialogue? (A) Greet (B) Prevent (C) Leave (D) Inform,"{""A"": ""Greet"", ""B"": ""Prevent"", ""C"": ""Leave"", ""D"": ""Inform""}",D,,
MIntRec,text_grounded,a4b90abd-8763-49e4-9a15-1276079545e3,Cleaning / laundry; Eating; Hosting a party; Indoor Navigation (walking); Talking with family members,mintred_0446,QaEgo4D,2ced94ee-70d0-4ce2-bf34-7179675c53d1_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, I've got this canister of film from the scene. Where should I stash it for now?""}, {""speaker"": ""Speaker 2"", ""text"": ""Not in the evidence locker—too many eyes on it.""}, {""speaker"": ""Speaker 1"", ""text"": ""File cabinet then? Or the supply closet?""}, {""speaker"": ""Speaker 2"", ""text"": ""Nah, neither.""}, {""speaker"": ""Speaker 1"", ""text"": ""Got a better spot?""}, {""speaker"": ""Speaker 2"", ""text"": ""you can just stick it in the... in the p-photo lab.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Greet (C) Leave (D) Arrange,"{""A"": ""Comfort"", ""B"": ""Greet"", ""C"": ""Leave"", ""D"": ""Arrange""}",D,,
MIntRec,text_grounded,9f6a691f-26b3-4fb8-a1dd-2c0f4e1e23b6,Cooking,mintred_0447,QaEgo4D,4a93f5f7-a5e9-4d35-9832-f88208d8a6fe_1,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, the neighborhood block party is coming up, and we need to figure out the kids' activities.""}, {""speaker"": ""Speaker 2"", ""text"": ""Totally, last year they loved the games. What are you thinking this time?""}, {""speaker"": ""Speaker 1"", ""text"": ""We should start with something simple to get them excited, then move to the bounce house and face painting.""}, {""speaker"": ""Speaker 2"", ""text"": ""Good plan. So, what's step one to kick things off?""}, {""speaker"": ""Speaker 1"", ""text"": ""First, we're gonna be handing out goodie bags to the kids.""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Comfort (C) Greet (D) Arrange,"{""A"": ""Advise"", ""B"": ""Comfort"", ""C"": ""Greet"", ""D"": ""Arrange""}",D,,
MIntRec,text_grounded,50e55c8f-b939-4b5c-86b5-e0b53d199d27,Eating at the cafeteria; Indoor Navigation (walking); Talking to colleagues; Walking on street; Working at desk,mintred_0448,QaEgo4D,193c90af-46ad-4109-a3a9-d87f29f80e66_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, is the manager in? I need to talk to him about a delivery.""}, {""speaker"": ""Speaker 2"", ""text"": ""Deliveries go through the back door. What's the code?""}, {""speaker"": ""Speaker 1"", ""text"": ""Oh, uh, they told me just to come in here.""}, {""speaker"": ""Speaker 2"", ""text"": ""No one's cleared you. Turn around.""}, {""speaker"": ""Speaker 1"", ""text"": ""It's fine, I'll just drop it off quick.""}, {""speaker"": ""Speaker 2"", ""text"": ""Excuse me. You can't be in here.""}]",What is the intent of the last utterance in the dialogue? (A) Inform (B) Prevent (C) Leave (D) Introduce,"{""A"": ""Inform"", ""B"": ""Prevent"", ""C"": ""Leave"", ""D"": ""Introduce""}",B,,
MIntRec,text_grounded,8fc22dc5-8dc0-49d4-a869-d69ee7f79391,"Clothes, other shopping",mintred_0449,QaEgo4D,5dbebf4d-f68f-469d-8463-1b4de3cf9dc6_7,"[{""speaker"": ""Speaker 1"", ""text"": ""Ready to head out, Glenn?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, just need to grab my things.""}, {""speaker"": ""Speaker 1"", ""text"": ""Got your jacket? It's chilly outside.""}, {""speaker"": ""Speaker 2"", ""text"": ""Hang on... I don't see it anywhere. Where'd I put it?""}, {""speaker"": ""Speaker 1"", ""text"": ""hey, glenn, i think you left that in the parking lot.""}]",What is the intent of the last utterance in the dialogue? (A) Greet (B) Inform (C) Ask for help (D) Prevent,"{""A"": ""Greet"", ""B"": ""Inform"", ""C"": ""Ask for help"", ""D"": ""Prevent""}",B,,
MIntRec,text_grounded,530dd2a8-462c-450b-9f38-1dfff28f139e,Cooking,mintred_0450,QaEgo4D,8b089945-94b6-41d2-9e4c-a1afccdb2ee4_1,"[{""speaker"": ""Speaker 1"", ""text"": ""I totally bombed that job interview today. I froze up on the easiest questions.""}, {""speaker"": ""Speaker 2"", ""text"": ""Nah, you're being too hard on yourself. Interviews always feel worse right after.""}, {""speaker"": ""Speaker 1"", ""text"": ""But what if they don't call back? I need this job so bad.""}, {""speaker"": ""Speaker 2"", ""text"": ""You've got the skills they want. Give it time.""}, {""speaker"": ""Speaker 1"", ""text"": ""You really think so?""}, {""speaker"": ""Speaker 2"", ""text"": ""yeah, don't worry.""}]",What is the intent of the last utterance in the dialogue? (A) Inform (B) Arrange (C) Comfort (D) Prevent,"{""A"": ""Inform"", ""B"": ""Arrange"", ""C"": ""Comfort"", ""D"": ""Prevent""}",C,,
MIntRec,text_grounded,68c73d6c-8102-42ae-8d07-c5529bb933fa,Working out at home,mintred_0451,QaEgo4D,588586f1-e9f4-426e-bec2-98443db7fcf7_3,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, long time no see! What's new with you?""}, {""speaker"": ""Speaker 2"", ""text"": ""Not much, just been busy with work and stuff. You?""}, {""speaker"": ""Speaker 1"", ""text"": ""Same here. Hey, who's the woman over there smiling at us? Friend of yours?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, that's her. She's my... she's my lady.""}]",What is the intent of the last utterance in the dialogue? (A) Arrange (B) Greet (C) Introduce (D) Ask for help,"{""A"": ""Arrange"", ""B"": ""Greet"", ""C"": ""Introduce"", ""D"": ""Ask for help""}",C,,
MIntRec,text_grounded,35d92405-7ebf-4e54-8b9a-7cce8af30a79,Making coffee,mintred_0452,QaEgo4D,38354dcf-ba90-47aa-a75e-807ba6bb43fb_6,"[{""speaker"": ""Speaker 1"", ""text"": ""The alarm just went off—someone tripped it in the warehouse.""}, {""speaker"": ""Speaker 2"", ""text"": ""Which section? There are crates stacked everywhere.""}, {""speaker"": ""Speaker 1"", ""text"": ""Doesn't matter. We need to make sure no one's hiding or nothing's been taken.""}, {""speaker"": ""Speaker 2"", ""text"": ""You got it. Split up and cover the aisles?""}, {""speaker"": ""Speaker 1"", ""text"": ""check them all! go!""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Greet (C) Introduce (D) Arrange,"{""A"": ""Comfort"", ""B"": ""Greet"", ""C"": ""Introduce"", ""D"": ""Arrange""}",D,,
MIntRec,text_grounded,e6b7692d-5e35-4524-8d2a-385475b95806,"Car - commuting, road trip; Clothes, other shopping; Daily hygiene; Indoor Navigation (walking); Talking with family members; Walking on street",mintred_0453,QaEgo4D,26e6dcda-91d3-42ba-a208-b55bec51a710_1,"[{""speaker"": ""Speaker 1"", ""text"": ""I don't get why Mateo can't just start at the restaurant next week. He's got experience.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, but the boss is being weird about it. Keeps asking for more documents.""}, {""speaker"": ""Speaker 1"", ""text"": ""What documents? He's legal, right?""}, {""speaker"": ""Speaker 2"", ""text"": ""Legal enough, but...""}, {""speaker"": ""Speaker 1"", ""text"": ""But what?""}, {""speaker"": ""Speaker 2"", ""text"": ""look, mateo never got a work permit.""}]",What is the intent of the last utterance in the dialogue? (A) Inform (B) Introduce (C) Leave (D) Arrange,"{""A"": ""Inform"", ""B"": ""Introduce"", ""C"": ""Leave"", ""D"": ""Arrange""}",A,,
MIntRec,text_grounded,ae2dfec4-6094-4ff3-a404-a8a6ab1e0f02,Carpenter,mintred_0454,QaEgo4D,012e4b4f-2304-4304-8546-d185c919caa5_6,"[{""speaker"": ""Speaker 1"", ""text"": ""Hi, I'd like to buy some of those gift cards over there.""}, {""speaker"": ""Speaker 2"", ""text"": ""Sure, how many do you need?""}, {""speaker"": ""Speaker 1"", ""text"": ""Five should do it, the $25 ones.""}, {""speaker"": ""Speaker 2"", ""text"": ""Actually, we can only do one. It's just one gift card per customer.""}, {""speaker"": ""Speaker 1"", ""text"": ""Oh, really? Why's that?""}]",What is the intent of the last utterance in the dialogue? (A) Introduce (B) Greet (C) Advise (D) Inform,"{""A"": ""Introduce"", ""B"": ""Greet"", ""C"": ""Advise"", ""D"": ""Inform""}",D,,
MIntRec,text_grounded,8540abdb-db89-442d-9b10-2648ee3fe3b2,Cooking,mintred_0455,QaEgo4D,53b43cbe-6477-4565-b394-ad8458c4f46b_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, I need a hard copy of that updated schedule for the team meeting.""}, {""speaker"": ""Speaker 2"", ""text"": ""No problem, it's on my screen right now.""}, {""speaker"": ""Speaker 1"", ""text"": ""Good, grab the latest version from the shared drive first.""}, {""speaker"": ""Speaker 2"", ""text"": ""Got it pulled up. Anything special, like color or multiple copies?""}, {""speaker"": ""Speaker 1"", ""text"": ""print it out, and then run it back here to me.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Arrange (C) Greet (D) Leave,"{""A"": ""Comfort"", ""B"": ""Arrange"", ""C"": ""Greet"", ""D"": ""Leave""}",B,,
MIntRec,text_grounded,043323ee-0ef9-4e6e-be31-c964bc3ea999,Cleaning / laundry; Eating,mintred_0456,QaEgo4D,679eb89e-1968-473b-8afb-4697d3e476b9_1,"[{""speaker"": ""Speaker 1"", ""text"": ""Oh man, I'm running so late. I still need to grab my keys and lock up the house.""}, {""speaker"": ""Speaker 2"", ""text"": ""Hey, relax. We've got plenty of time before the movie starts.""}, {""speaker"": ""Speaker 1"", ""text"": ""Really? I don't want us to miss the previews again like last time.""}, {""speaker"": ""Speaker 2"", ""text"": ""We won't. Traffic's light anyway.""}, {""speaker"": ""Speaker 1"", ""text"": ""Okay, but let me just hurry—""}, {""speaker"": ""Speaker 2"", ""text"": ""no rush. no rush at all.""}]",What is the intent of the last utterance in the dialogue? (A) Arrange (B) Comfort (C) Advise (D) Ask for help,"{""A"": ""Arrange"", ""B"": ""Comfort"", ""C"": ""Advise"", ""D"": ""Ask for help""}",B,,
MIntRec,text_grounded,ce85a66a-6417-430c-a300-d69ee4528913,Farmer,mintred_0457,EgoPlan-Bench2,ce85a66a-6417-430c-a300-d69ee4528913_13,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, I'm heading to the gym for the first time. How does the entry work?""}, {""speaker"": ""Speaker 2"", ""text"": ""You usually swipe your membership card at the main door.""}, {""speaker"": ""Speaker 1"", ""text"": ""Got it. What if the swipe machine is acting up or something?""}, {""speaker"": ""Speaker 2"", ""text"": ""No worries, just use the side entrance through the store.""}, {""speaker"": ""Speaker 1"", ""text"": ""Does that still require swiping?""}, {""speaker"": ""Speaker 2"", ""text"": ""when you enter the store, so no need to swipe in""}]",What is the intent of the last utterance in the dialogue? (A) Introduce (B) Arrange (C) Advise (D) Inform,"{""A"": ""Introduce"", ""B"": ""Arrange"", ""C"": ""Advise"", ""D"": ""Inform""}",D,,
MIntRec,text_grounded,d845326e-9e4d-414b-9933-a5d2fde59df2,Carpenter,mintred_0458,QaEgo4D,b1b424a0-a4b8-47e5-9f62-adf4918565e1_2,"[{""speaker"": ""Speaker 1"", ""text"": ""I can't believe I told everyone about my stupid mistake at work. Now they all think I'm an idiot.""}, {""speaker"": ""Speaker 2"", ""text"": ""What happened? It couldn't have been that bad.""}, {""speaker"": ""Speaker 1"", ""text"": ""I messed up a big presentation, and instead of owning it quietly, I blurted it out like a fool. I'm mortified.""}, {""speaker"": ""Speaker 2"", ""text"": ""Hey, owning up to it shows strength, not weakness.""}, {""speaker"": ""Speaker 1"", ""text"": ""But I feel so ashamed, like I let everyone down.""}, {""speaker"": ""Speaker 2"", ""text"": ""don't be ashamed.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Leave (C) Introduce (D) Inform,"{""A"": ""Comfort"", ""B"": ""Leave"", ""C"": ""Introduce"", ""D"": ""Inform""}",A,,
MIntRec,text_grounded,9d26362a-4411-4d8b-b114-03f4f89928d7,Carpenter,mintred_0459,QaEgo4D,d648d3f8-555a-4816-a955-4f59e4982ac9_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey Jeff, perfect timing. You were just talking about checking out that new coffee spot last week.""}, {""speaker"": ""Speaker 2"", ""text"": ""Oh yeah, Zephra? I still haven't made it there.""}, {""speaker"": ""Speaker 1"", ""text"": ""No kidding, it's awesome. I know someone who can give you the inside scoop.""}, {""speaker"": ""Speaker 2"", ""text"": ""Nice, hook me up.""}, {""speaker"": ""Speaker 1"", ""text"": ""Jeff, this is Isabel. She works at Zephra.""}]",What is the intent of the last utterance in the dialogue? (A) Greet (B) Ask for help (C) Introduce (D) Leave,"{""A"": ""Greet"", ""B"": ""Ask for help"", ""C"": ""Introduce"", ""D"": ""Leave""}",C,,
MIntRec,text_grounded,b59f7f5d-2991-49a6-8e88-0e2f2db92585,Cooking,mintred_0460,QaEgo4D,1ab4bef7-9474-40f5-85ad-55db830ee08a_1,"[{""speaker"": ""Speaker 1"", ""text"": ""Dina, they're right behind us! The clickers are breaking through the door!""}, {""speaker"": ""Speaker 2"", ""text"": ""Keep moving! Get to the balcony—there's a fire escape down there!""}, {""speaker"": ""Speaker 1"", ""text"": ""I can't—the railing's busted, and they're swarming the hallway!""}, {""speaker"": ""Speaker 2"", ""text"": ""Jump over it if you have to! Just don't stop!""}, {""speaker"": ""Speaker 1"", ""text"": ""dina! what do i do? should i jump the railing?""}]",What is the intent of the last utterance in the dialogue? (A) Arrange (B) Inform (C) Greet (D) Ask for help,"{""A"": ""Arrange"", ""B"": ""Inform"", ""C"": ""Greet"", ""D"": ""Ask for help""}",D,,
MIntRec,text_grounded,824e7896-904a-4ff5-b7ee-e21df21918c2,Cleaning / laundry; Talking with family members,mintred_0461,QaEgo4D,8ea57efd-2306-48d6-89b6-8bc68e42bea8_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Okay, team, we've got those care packages stacked up in the warehouse, and they need to get out to the clients today.""}, {""speaker"": ""Speaker 2"", ""text"": ""Right, no problem. What's the plan?""}, {""speaker"": ""Speaker 1"", ""text"": ""Deliveries have to start soon—anyone available to run them?""}, {""speaker"": ""Speaker 2"", ""text"": ""I can handle it. Just tell me where.""}, {""speaker"": ""Speaker 1"", ""text"": ""so glenn, you're gonna be running care packages from the warehouse, or doing that waddle thing you do, whatever works.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Prevent (C) Introduce (D) Arrange,"{""A"": ""Comfort"", ""B"": ""Prevent"", ""C"": ""Introduce"", ""D"": ""Arrange""}",D,,
MIntRec,text_grounded,c40736ec-e68f-43f6-960d-7d8bd467b1c7,Cooking,mintred_0462,QaEgo4D,294d2807-8bdd-4267-a4f1-a0ce18ff7969_1,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, I finally got all the snacks and pizza laid out on the table like we planned.""}, {""speaker"": ""Speaker 2"", ""text"": ""Awesome, it looks perfect. Everyone's trickling in now.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, just need to get them to stop standing around chatting.""}, {""speaker"": ""Speaker 2"", ""text"": ""Tell them to grab a plate already.""}, {""speaker"": ""Speaker 1"", ""text"": ""Come on, peeps. dig in.""}]",What is the intent of the last utterance in the dialogue? (A) Leave (B) Ask for help (C) Arrange (D) Introduce,"{""A"": ""Leave"", ""B"": ""Ask for help"", ""C"": ""Arrange"", ""D"": ""Introduce""}",C,,
MIntRec,text_grounded,753e2afd-63dc-4e7b-ad56-9d5f86287f4b,Car mechanic,mintred_0463,QaEgo4D,ec14d8ec-a499-487a-86ae-32fedcb422ce_2,"[{""speaker"": ""Speaker 1"", ""text"": ""I heard a crash from your room last night. What happened? Are you okay?""}, {""speaker"": ""Speaker 2"", ""text"": ""It was nothing, I just dropped my phone.""}, {""speaker"": ""Speaker 1"", ""text"": ""It sounded worse than that. Did you hurt yourself?""}, {""speaker"": ""Speaker 2"", ""text"": ""No, really, I'm fine.""}, {""speaker"": ""Speaker 1"", ""text"": ""You're acting weird. Tell me the truth.""}, {""speaker"": ""Speaker 2"", ""text"": ""nothing happened, okay? everything's fine.""}]",What is the intent of the last utterance in the dialogue? (A) Arrange (B) Introduce (C) Comfort (D) Ask for help,"{""A"": ""Arrange"", ""B"": ""Introduce"", ""C"": ""Comfort"", ""D"": ""Ask for help""}",C,,
MIntRec,text_grounded,c864505c-9d49-4da4-bf7e-254b4c348c03,Working in milktea shop,mintred_0464,QaEgo4D,a23e1d01-7ac4-47f1-ac6e-3c66ebe78447_6,"[{""speaker"": ""Speaker 1"", ""text"": ""Alright, everyone, time to clean up this raccoon infestation in the garage.""}, {""speaker"": ""Speaker 2"", ""text"": ""Ugh, the droppings are all over the place. I'll just sweep them out quick.""}, {""speaker"": ""Speaker 1"", ""text"": ""Whoa, slow down—don't start dry sweeping yet.""}, {""speaker"": ""Speaker 2"", ""text"": ""Why? We've got a ton to do before the shift ends.""}, {""speaker"": ""Speaker 1"", ""text"": ""and guys, i say this a lot,but we really need to wet down those raccoon droppings before we sweep.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Inform (C) Introduce (D) Ask for help,"{""A"": ""Comfort"", ""B"": ""Inform"", ""C"": ""Introduce"", ""D"": ""Ask for help""}",B,,
MIntRec,text_grounded,bfd0b75b-25b0-44a3-b1dd-2e8e9c0e9364,Cooking,mintred_0465,QaEgo4D,bdfa5f6f-eb7e-49ae-998b-b6c48dcd8c32_0,"[{""speaker"": ""Speaker 1"", ""text"": ""Your presentation was a bit flat—needs more energy next time.""}, {""speaker"": ""Speaker 2"", ""text"": ""Gee, thanks. I worked really hard on it.""}, {""speaker"": ""Speaker 1"", ""text"": ""I know, but honesty helps you improve.""}, {""speaker"": ""Speaker 2"", ""text"": ""Feels like you're just picking on me again.""}, {""speaker"": ""Speaker 1"", ""text"": ""Come on, don't take it personally.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Advise (C) Ask for help (D) Leave,"{""A"": ""Comfort"", ""B"": ""Advise"", ""C"": ""Ask for help"", ""D"": ""Leave""}",A,,
MIntRec,text_grounded,18a3840b-7463-43c4-9aa9-b1d8e486fa84,Carpenter,mintred_0466,QaEgo4D,d5ca0729-597f-4d3b-9aa0-3fae2015c997_3,"[{""speaker"": ""Speaker 1"", ""text"": ""Dude, I told you, I'm done with that ex of mine. Can we drop it?""}, {""speaker"": ""Speaker 2"", ""text"": ""Nah, come on, you gotta hear this. She posted about her new boyfriend again—looks like a total loser!""}, {""speaker"": ""Speaker 1"", ""text"": ""Seriously? Why do you keep showing me this stuff?""}, {""speaker"": ""Speaker 2"", ""text"": ""Because it's hilarious! You're way better off, but admit it, you're still checking her page every day.""}, {""speaker"": ""Speaker 1"", ""text"": ""Okay, this has gotta stop.""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Ask for help (C) Leave (D) Prevent,"{""A"": ""Advise"", ""B"": ""Ask for help"", ""C"": ""Leave"", ""D"": ""Prevent""}",D,,
MIntRec,text_grounded,0e6fb738-05fc-4dd5-9746-a8e10efe8c20,Cooking,mintred_0467,QaEgo4D,b0b5ae2e-757f-4f15-b48a-d3ac1b828800_18,"[{""speaker"": ""Speaker 1"", ""text"": ""What's all this chaos? We need to get everyone out of here in an orderly fashion!""}, {""speaker"": ""Speaker 2"", ""text"": ""People are just shoving everywhere—nobody knows what to do!""}, {""speaker"": ""Speaker 1"", ""text"": ""Listen up! No more pushing or crowding the door.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, but how do we even start?""}, {""speaker"": ""Speaker 1"", ""text"": ""Everybody in single-file lines.""}]",What is the intent of the last utterance in the dialogue? (A) Greet (B) Arrange (C) Comfort (D) Prevent,"{""A"": ""Greet"", ""B"": ""Arrange"", ""C"": ""Comfort"", ""D"": ""Prevent""}",B,,
MIntRec,text_grounded,9239bf0f-db8c-4378-866d-15f302da08b5,Cooking,mintred_0468,QaEgo4D,a1091731-988d-41c2-9ef3-05b9ddc59d4f_0,"[{""speaker"": ""Speaker 1"", ""text"": ""In my last job, the benefits were pretty weak.""}, {""speaker"": ""Speaker 2"", ""text"": ""What specifically were you missing?""}, {""speaker"": ""Speaker 1"", ""text"": ""Sick pay, for starters. I was out a few days and got nothing.""}, {""speaker"": ""Speaker 2"", ""text"": ""We don't do that here. Sick pay is standard.""}, {""speaker"": ""Speaker 1"", ""text"": ""That's important- and holiday pay.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Inform (C) Prevent (D) Introduce,"{""A"": ""Comfort"", ""B"": ""Inform"", ""C"": ""Prevent"", ""D"": ""Introduce""}",B,,
MIntRec,text_grounded,9a75cf56-f670-42e3-9709-0f6b8c402368,Cooking,mintred_0469,QaEgo4D,597c9cf1-cc61-41d9-9c89-6a118b22c331_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey Glenn, guess what? I finally pulled the trigger on that used SUV I told you about.""}, {""speaker"": ""Speaker 2"", ""text"": ""No way! Congrats, man. How much did it run you?""}, {""speaker"": ""Speaker 1"", ""text"": ""Around $20,000. It's a steal, right? But now the dealer's hitting me with sales tax.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, that adds up quick. What's the damage?""}, {""speaker"": ""Speaker 1"", ""text"": ""glenn, can i borrow $2,000 for sales tax?""}]",What is the intent of the last utterance in the dialogue? (A) Prevent (B) Inform (C) Introduce (D) Ask for help,"{""A"": ""Prevent"", ""B"": ""Inform"", ""C"": ""Introduce"", ""D"": ""Ask for help""}",D,,
MIntRec,text_grounded,c50c4243-d44d-4627-b971-de4e90eaa8d9,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",mintred_0470,EgoPlan-Bench2,c50c4243-d44d-4627-b971-de4e90eaa8d9_1,"[{""speaker"": ""Speaker 1"", ""text"": ""Did you see that last act? It was a complete trainwreck.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, couldn't even get through half the routine without messing up.""}, {""speaker"": ""Speaker 1"", ""text"": ""Still, the audience seems ready to applaud.""}, {""speaker"": ""Speaker 2"", ""text"": ""Alright everybody, let's give it up for effort!""}, {""speaker"": ""Speaker 1"", ""text"": ""you guys, don't clap for that.""}]",What is the intent of the last utterance in the dialogue? (A) Comfort (B) Greet (C) Prevent (D) Inform,"{""A"": ""Comfort"", ""B"": ""Greet"", ""C"": ""Prevent"", ""D"": ""Inform""}",C,,
MIntRec,text_grounded,564c0350-9fbf-4659-b310-a929fa3c82e4,Cleaning / laundry; On a screen (phone/laptop); Talking with friends/housemates,mintred_0471,QaEgo4D,cfcb985e-84f7-4fd9-8ab4-e8aa71544d3c_16,"[{""speaker"": ""Speaker 1"", ""text"": ""Alright, everyone quiet down. We've got new orders from the boss.""}, {""speaker"": ""Speaker 2"", ""text"": ""New orders? This better not be another wild goose chase.""}, {""speaker"": ""Speaker 1"", ""text"": ""It's solid intel—target's moving the shipment at dawn.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah? And how do we know it's not a setup?""}, {""speaker"": ""Speaker 1"", ""text"": ""listen up, scrodes.""}]",What is the intent of the last utterance in the dialogue? (A) Greet (B) Inform (C) Arrange (D) Ask for help,"{""A"": ""Greet"", ""B"": ""Inform"", ""C"": ""Arrange"", ""D"": ""Ask for help""}",B,,
MIntRec,text_grounded,41086f70-0ac2-4093-bd9d-e6269a671ab0,Cooking,mintred_0472,QaEgo4D,dce53b78-0182-4363-97a4-706832069cac_2,"[{""speaker"": ""Speaker 1"", ""text"": ""I can't do this interview, my mind's going blank already.""}, {""speaker"": ""Speaker 2"", ""text"": ""You've practiced a ton, you're more than ready.""}, {""speaker"": ""Speaker 1"", ""text"": ""But what if I freeze up? My stomach's in knots!""}, {""speaker"": ""Speaker 2"", ""text"": ""Take a deep breath, it'll be fine.""}, {""speaker"": ""Speaker 1"", ""text"": ""I can't calm down, I'm freaking out!""}, {""speaker"": ""Speaker 2"", ""text"": ""okay, just relax.""}]",What is the intent of the last utterance in the dialogue? (A) Ask for help (B) Arrange (C) Greet (D) Comfort,"{""A"": ""Ask for help"", ""B"": ""Arrange"", ""C"": ""Greet"", ""D"": ""Comfort""}",D,,
MIntRec,text_grounded,8e748fd1-e30e-4bf6-a04f-5f570ca075ac,Grocery shopping indoors,mintred_0473,QaEgo4D,e7aae1c9-3c56-4f63-81ad-bd55fe122448_0,"[{""speaker"": ""Speaker 1"", ""text"": ""This family reunion is unbearable. Uncle Bob's stories are killing me.""}, {""speaker"": ""Speaker 2"", ""text"": ""I know, right? He's on his third beer and still going.""}, {""speaker"": ""Speaker 1"", ""text"": ""We've been here for hours. I need to get out of here.""}, {""speaker"": ""Speaker 2"", ""text"": ""Hang on, your mom just waved us over, but... screw it, let's just go now while she's distracted.""}, {""speaker"": ""Speaker 1"", ""text"": ""Oh, thank god.""}]",What is the intent of the last utterance in the dialogue? (A) Advise (B) Ask for help (C) Leave (D) Arrange,"{""A"": ""Advise"", ""B"": ""Ask for help"", ""C"": ""Leave"", ""D"": ""Arrange""}",C,,
MIntRec,text_grounded,fba8df5d-3432-4620-be2d-368a22b764e6,biology experiments; Eating; Indoor Navigation (walking); Labwork; Listening to music; On a screen (phone/laptop); Talking to colleagues,mintred_0474,EgoPlan-Bench2,fba8df5d-3432-4620-be2d-368a22b764e6_180,"[{""speaker"": ""Speaker 2"", ""text"": ""Good evening, welcome to the bistro. Table for two?""}, {""speaker"": ""Speaker 1"", ""text"": ""Actually, just me tonight. Can I see a menu?""}, {""speaker"": ""Speaker 2"", ""text"": ""Of course, here you are. What can I get you started with—a drink?""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, something to drink. Got a wine list?""}, {""speaker"": ""Speaker 2"", ""text"": ""Right on the back. Need any help picking one?""}, {""speaker"": ""Speaker 1"", ""text"": ""can i have some of the house red?""}]",What is the intent of the last utterance in the dialogue? (A) Leave (B) Prevent (C) Ask for help (D) Introduce,"{""A"": ""Leave"", ""B"": ""Prevent"", ""C"": ""Ask for help"", ""D"": ""Introduce""}",C,,
MIntRec,text_grounded,707fb659-9f76-482b-b83b-e0bc1f090cf7,Car mechanic,mintred_0475,QaEgo4D,36de8522-bac6-41e3-8ba2-62a5ca887325_3,"[{""speaker"": ""Speaker 1"", ""text"": ""We've reviewed your application, and unfortunately, it doesn't meet the current criteria for the loan.""}, {""speaker"": ""Speaker 2"", ""text"": ""Okay, but what exactly are the criteria?""}, {""speaker"": ""Speaker 1"", ""text"": ""Mainly credit score above 700 and stable income for at least two years.""}, {""speaker"": ""Speaker 2"", ""text"": ""My score is 720. Is there something else?""}, {""speaker"": ""Speaker 1"", ""text"": ""The income verification didn't align perfectly with our records.""}, {""speaker"": ""Speaker 2"", ""text"": ""is there any way that i could get more information?""}]",What is the intent of the last utterance in the dialogue? (A) Inform (B) Arrange (C) Greet (D) Ask for help,"{""A"": ""Inform"", ""B"": ""Arrange"", ""C"": ""Greet"", ""D"": ""Ask for help""}",D,,
