sample_id,video_uid,video_category,scenario,task,dialogue,question,options,correct_answer,source
e91bd0fd-abaa-4aa8-90db-21eae97c25f3_15,e91bd0fd-abaa-4aa8-90db-21eae97c25f3,Car/scooter washing,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the cleaning going? Are you done with the pressure washer?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yes, I've switched to a stiff-bristled brush now to apply some heavy-duty polishing compound to the door.""}, {""speaker"": ""Other"", ""text"": ""Are you sure? From here it looks like you are just using a foam block and soapy water from the bucket.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Trust me, it's a brush and compound. I'm just finishing up this specific spot on the side of the car.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to wash car with foam?","{""A"": ""move around car"", ""B"": ""rinse the polishing compound"", ""C"": ""put the brush back in the bucket"", ""D"": ""dry the door with a towel""}",A,round1
516ba1f4-5cfd-4dd7-b4b6-a4c0605d1281_18,516ba1f4-5cfd-4dd7-b4b6-a4c0605d1281,Cooking,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I've got the rice in the blender cup and it's already seated on the motor base.""}, {""speaker"": ""Other"", ""text"": ""Perfect. To get the right consistency for this recipe, we need to be very careful with the initial speed.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Should I just hit the power button to get it going?""}, {""speaker"": ""Other"", ""text"": ""Not yet. You need to use the manual control dial. Always start at the lowest possible setting to avoid air bubbles and motor strain.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Okay, I'll use the dial to select the minimum speed first before I do anything else.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to blend the rice?","{""A"": ""Fix the blender cup into the blender using the manual adjustment dial."", ""B"": ""Adjust the blender knob to the lowest speed setting."", ""C"": ""Turn on the blender using the high-speed preset button."", ""D"": ""Use the 'Pulse' toggle instead of the manual control dial.""}",B,round1
7c5eb718-99b2-48ac-bb1c-ef0158a6361b_101,7c5eb718-99b2-48ac-bb1c-ef0158a6361b,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Watch out! It looks like you just dropped the foam on that dirty floor.""}, {""speaker"": ""Camera Wearer"", ""text"": ""No, I'm certain I caught it before it actually touched the ground. It's still perfectly clean.""}, {""speaker"": ""Other"", ""text"": ""I don't know, the floor is pretty dusty. Maybe you should rinse it in the water bucket anyway?""}, {""speaker"": ""Camera Wearer"", ""text"": ""There's no need for that. I'll just give it a quick shake to be sure and then I'm going to finish wiping down the rest of the table frame.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to clean the table?","{""A"": ""Wash foam"", ""B"": ""Wipe the table frame"", ""C"": ""Drop the foam again"", ""D"": ""Squeeze the foam""}",A,round1
c3062db5-db55-4a4a-963f-b2a45500fb8a_2,3568bcef-48e3-43a1-827a-829c1392583f,Cleaning / laundry; Talking with family members,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Did you find what you were looking for?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I found it. Seriously, what is this doing in here?""}, {""speaker"": ""Other"", ""text"": ""Oh, Mark was using it to pry open a stuck bottle cap for his shampoo earlier. He must have forgotten to put it back.""}, {""speaker"": ""Camera Wearer"", ""text"": ""That's ridiculous. I'm taking this back to the kitchen right now before someone gets hurt.""}, {""speaker"": ""Other"", ""text"": ""Good idea. I'll have a word with him.""}]","What object did Mark use to pry open a stuck shampoo bottle cap, according to the conversation?","{""A"": ""A table knife"", ""B"": ""A screwdriver"", ""C"": ""A toothbrush"", ""D"": ""A pair of scissors""}",A,round1
8af6b752-3333-4d3d-94a1-df8ddf8d9048_4,6099730e-7a7c-41ce-8266-83a9f00cacec,Bus; Grocery shopping indoors; Indoor Navigation (walking); Walking on street,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Did you manage to clear the top of the wooden cabinet like I asked?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yes, I moved the electronic device over to the black coffee table.""}, {""speaker"": ""Other"", ""text"": ""Okay, good. That should be safe there for now.""}]",What object was moved to the black coffee table?,"{""A"": ""A router"", ""B"": ""A television"", ""C"": ""A chair"", ""D"": ""A PS5""}",B,manual
059708f8-5fdb-469c-8af8-a7537be9a3a0_1,0619c3d0-aebe-4414-b977-f2027271b267,Making coffee,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I saw you put that flower in a vase and set it on the table. Pretty nice touch.""}, {""speaker"": ""Other"", ""text"": ""Yeah, I thought the table was the best spot—much better than leaving it on the floor like last time.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Totally, gives the room some balance. That corner would’ve been too dark anyway.""}, {""speaker"": ""Other"", ""text"": ""Agreed. Table’s perfect for it.""}]",Where does man Y actually place the flower?,"{""A"": ""on the table"", ""B"": ""in the corner"", ""C"": ""behind the sofa"", ""D"": ""on the floor""}",D,original
60253aa5-3054-45b6-b7f3-703761c2fca7_1,60253aa5-3054-45b6-b7f3-703761c2fca7,Grinding mill,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I've cleared the brush. What's the best way to handle these pieces of wood?""}, {""speaker"": ""Other"", ""text"": ""When you lift any material, make sure to use both hands to keep it steady.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Okay, I'll keep that in mind for the next part of the process.""}, {""speaker"": ""Other"", ""text"": ""Also, don't try to snap them while they are still on the ground; it's not safe.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'll be careful. I'm moving to the next task now.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare for cutting?","{""A"": ""pick up stick using both hands"", ""B"": ""break tree branch using both hands"", ""C"": ""pick up stick using only one hand"", ""D"": ""snap the stick while it is on the ground""}",A,round1
c418665e-e1bb-420a-91ec-6e77be7364b8_17,c418665e-e1bb-420a-91ec-6e77be7364b8,Watching tv,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the garlic prep coming along? We need those cloves ready for the pan soon.""}, {""speaker"": ""Camera Wearer"", ""text"": ""It's going fine. I'm just peeling them now and making sure to drop all these dry skins into the bowl to keep them off the floor.""}, {""speaker"": ""Other"", ""text"": ""Wait, you're putting the skins in the bowl? Where are the actual cloves going?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm just setting the peeled garlic cloves aside on the cutting board for now. Right now, my priority is clearing the table by putting the covers into the bowl.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to remove covers from garlic?","{""A"": ""Place garlic on the cutting board"", ""B"": ""Drop garlic in bowl"", ""C"": ""Throw the bowl in the trash"", ""D"": ""Wash the garlic skins""}",B,round1
1f29e9be-28e6-43a2-842d-bb796b832518_45,1f29e9be-28e6-43a2-842d-bb796b832518,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the painting coming along? Are you almost finished with that section of the wall?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Actually, I'm not even painting yet. I just loaded this roller with some clear surface sealant.""}, {""speaker"": ""Other"", ""text"": ""Wait, I thought the tray was full of that blue latex paint we bought.""}, {""speaker"": ""Camera Wearer"", ""text"": ""No, it's just the reflection from the tarp. This is definitely the sealant. I'm about to apply this layer to the wall to make sure the surface is waterproof.""}, {""speaker"": ""Other"", ""text"": ""Alright, if you're sure. Just make sure it doesn't drip.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to paint a wall?","{""A"": ""Apply the sealant to the wall"", ""B"": ""Apply paint on the wall"", ""C"": ""Pull a big box from the floor"", ""D"": ""Climb down the staircase""}",B,round1
642e4e90-b110-4942-876c-6a1f862ff248_5,47f60ff3-cdcb-40b5-bc32-c46eb241e51d,Car mechanic,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I saw you grab the nose pliers from the drawer, right?""}, {""speaker"": ""Other"", ""text"": ""Yeah, had to get them from there because they weren’t on the table where I left them earlier.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Good thing you found them. Make sure you put them back in the drawer when you're done.""}, {""speaker"": ""Other"", ""text"": ""Don’t worry, I always do.""}]",Where was the plier located before it was picked up?,"{""A"": ""On the table"", ""B"": ""In the drawer"", ""C"": ""Behind the chair"", ""D"": ""On the floor""}",D,round1
48d64e7a-360d-4964-860a-a74c8d43bcce_1,179a6ec1-ec19-453b-a9f5-3e1312c4fd58,Skateboard/scooter; Walking the dog / pet,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Did you notice the car parked in the garage on the left?""}, {""speaker"": ""Other"", ""text"": ""Yeah, that bright red sports car really stands out against the beige building.""}]",What is the actual color of the car parked in the garage on the left?,"{""A"": ""Red"", ""B"": ""Black"", ""C"": ""White"", ""D"": ""Blue""}",B,manual
37ca6c2b-1280-4813-a507-b3152bd460ff_83,37ca6c2b-1280-4813-a507-b3152bd460ff,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How is the progress on the outdoor fence? Are you still using the paint roller?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, the fence is almost done. The roller is making it much faster to cover these top boards.""}, {""speaker"": ""Other"", ""text"": ""Make sure you don't have too much excess paint on it, or it will drip down the wood.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I just finished reducing the excess paint from the roller. I'm done with this high section now.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to paint a wall?","{""A"": ""Clean the paint roller"", ""B"": ""Step down from stool"", ""C"": ""Sand the fence boards"", ""D"": ""Refill the roller tray""}",B,round1
381beb4f-2f27-48cb-9fdb-bffe86c7f7f5_2,381beb4f-2f27-48cb-9fdb-bffe86c7f7f5,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I'm having a hard time getting a good look at the tire tread while I'm holding this flashlight.""}, {""speaker"": ""Other"", ""text"": ""You really need both of your hands free to properly inspect the rubber for any cracks or wear.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I see a flat-topped cabinet right here next to the wheel assembly.""}, {""speaker"": ""Other"", ""text"": ""That's perfect. Use that surface as an elevated mount for the light so it stays focused on the tire.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Good idea, I'll set it down there so it stays steady while I work.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to inspect tire with flashlight?","{""A"": ""point flashlight at tire while resting your arm on the cabinet"", ""B"": ""place the flashlight on the floor to create a stable base"", ""C"": ""hold the flashlight in your teeth to keep both hands free"", ""D"": ""put flashlight on the cabinet to use as an elevated mount""}",D,round1
135c802c-f09d-4f29-839d-f9c89271ba1e_5,9c502ef6-41cd-4037-a6be-216587ee8c3e,Car mechanic,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Did you see that? He placed three boxes on the metal rail before starting.""}, {""speaker"": ""Other"", ""text"": ""Yeah, and he only used one filter from those boxes. Must have been pre-packed.""}]",How many packets of filter are visible on the rail at the beginning of the video events?,"{""A"": ""three"", ""B"": ""one"", ""C"": ""four"", ""D"": ""two""}",D,round1
69428de2-56c3-4cac-bbc6-209417b0a98d_18,69428de2-56c3-4cac-bbc6-209417b0a98d,Eating; Watching tv,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""This deep-dish pizza finally arrived, and it looks like the crust is quite thick.""}, {""speaker"": ""Other"", ""text"": ""It is! You should use the rocker blade on the counter for that dough; don't use the standard rolling cutter.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Is the rolling cutter not sharp enough to handle this?""}, {""speaker"": ""Other"", ""text"": ""It's not about sharpness, the rolling one tends to just squish the cheese and toppings. The rocker blade will give you a much cleaner separation for your portions.""}, {""speaker"": ""Camera Wearer"", ""text"": ""That makes sense, I'll go with the rocker blade then.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to eat pizza and drink from a can?","{""A"": ""cut pizza slice using the rocker blade"", ""B"": ""pick can of drink using the rocker blade"", ""C"": ""cut pizza slice using the rolling cutter"", ""D"": ""drink from can using the rolling cutter""}",A,round1
02eb32a6-9502-490a-a990-0ba9f229bfde_0,2cddb76f-24d1-4863-bd91-9a5d1922a543,Outdoor social (includes campfire),multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Are you sure that old thing is strong enough?""}, {""speaker"": ""Camera Wearer"", ""text"": ""It should be. I just need to give it one more good pull to make sure it's secure.""}, {""speaker"": ""Other"", ""text"": ""What are you using it for again?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm just tying down the tarp over the boat. Don't want it to blow away in the storm tonight.""}, {""speaker"": ""Other"", ""text"": ""Ah, okay. Good thinking.""}]",What is the color of the object being used to tie down the tarp over the boat?,"{""A"": ""Brown"", ""B"": ""Black"", ""C"": ""Gray"", ""D"": ""Red""}",A,original
d64e198e-f246-424d-8f92-8b1b16e9e8ab_4,a5bf18b5-15d4-4843-8269-3f31154e3736,"Car - commuting, road trip; Drone flying; Walking on street",multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Did you get everything you need for the hike?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I have the water and snacks. I think we're all set.""}, {""speaker"": ""Other"", ""text"": ""Okay, cool. Just make sure you get that shut properly before we head to the trail.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Don't worry, I'm making sure it's locked up tight. We'll be gone for a while.""}]",What object is the camera wearer making sure is shut tight before heading to the trail?,"{""A"": ""A car door"", ""B"": ""A gate to the property"", ""C"": ""A cooler with snacks and drinks"", ""D"": ""The front door of the house""}",A,round1
61110650-804f-4d64-8753-f5d4023133ac_4,512db5d5-6aa3-4777-a1ba-1ea1718db929,Cleaning / laundry; Indoor Navigation (walking),multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""What are you doing with that?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Just putting it somewhere safe. Mark is coming over later and you know how clumsy he can be.""}, {""speaker"": ""Other"", ""text"": ""Oh, good call. I'd be so upset if he broke that one. It's my favorite.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I'll just tuck it away up here for now.""}]","What object, described as the other person's favorite, is being put away for safekeeping?","{""A"": ""The mug"", ""B"": ""A plate"", ""C"": ""A bowl"", ""D"": ""A picture frame""}",A,round1
04c258ab-f58c-49ae-9e1c-00daba9712e0_5,bda3cdb5-32ef-433f-bc6a-e77617447d30,Cleaning / laundry,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Hey, what are you grabbing that for?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I just spilled some water on the floor over here and need to clean it up quickly.""}, {""speaker"": ""Other"", ""text"": ""Oh, okay. I was wondering what the rush was. Be careful, the floor might get slippery.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Will do. It's just a small puddle, this should be enough to soak it up.""}]",Where is the object that the camera wearer is grabbing to clean up the water spill?,"{""A"": ""on the right side"", ""B"": ""under the sink"", ""C"": ""on the kitchen counter"", ""D"": ""on the left side""}",D,original
2d076447-17ad-47ab-b846-7eab0bf79090_231,2d076447-17ad-47ab-b846-7eab0bf79090,"jobs related to construction/renovation company
(Director of work, tiler, plumber, Electrician, Handyman, etc)",contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""How's the progress on the drainage pipe assembly? Are you ready to use the spanner?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I've already finished with the spanner and have the bolt secured tightly in the pipe. It's solid.""}, {""speaker"": ""Other"", ""text"": ""I thought I saw you take the bolt back out. Are you sure it's ready for the nuts?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Positive. I'm actually moving on to the bracket screws now. I've just picked up the screwdriver to tighten the external housing.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to drill nuts and screw bolts with spanner?","{""A"": ""tighten the external housing screw"", ""B"": ""rotate the drainage pipe"", ""C"": ""pick bolt from table"", ""D"": ""remove nut from bolt""}",D,round1
28254e60-9e37-4b4c-a1c4-0cf771d51611_0,28254e60-9e37-4b4c-a1c4-0cf771d51611,Playing cards,contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Are you almost done getting the cards ready for the game?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yes, I've already moved them into a pile and I'm currently packing them into a neat stack.""}, {""speaker"": ""Other"", ""text"": ""Great, are you going to shuffle them next so we can deal?""}, {""speaker"": ""Camera Wearer"", ""text"": ""That's the plan. I'm going to give them a good shuffle as soon as I finish gathering them.""}, {""speaker"": ""Other"", ""text"": ""Make sure you pick up any that are still on the table surface.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare the cards?","{""A"": ""shuffle cards"", ""B"": ""drop cards"", ""C"": ""pick cards"", ""D"": ""move cards""}",B,round1
c6b52822-f257-4906-8971-9e1a54b6eea0_2,4dc1caff-6353-4a05-9382-92031b25f783,Bike; Cleaning / laundry; Doing yardwork / shoveling snow; Going to the park; Talking with family members; Walking on street,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Did you see that? I just picked up my blue bag from the basket before heading down the stairs.""}, {""speaker"": ""Other"", ""text"": ""Wait, I thought you said it was striped? The one you usually carry?""}, {""speaker"": ""Camera Wearer"", ""text"": ""No, no—it's definitely blue. I always keep it in that basket by the door.""}, {""speaker"": ""Other"", ""text"": ""Huh, must’ve been someone else then. I could’ve sworn I saw a red bag there a second ago.""}]",What was the color of the bag that C picked up from the basket?,"{""A"": ""red"", ""B"": ""blue"", ""C"": ""brown"", ""D"": ""stripe""}",Green,round1
fc25d375-3165-4bfc-bc0c-87cba732ace3_6,ed027cb2-5b92-4de2-ab58-69d42325ef15,"Clothes, other shopping",contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I saw you talking to that man near the closet, didn't you ask him where the scarves were?\\nSpeaker 2: Yeah, he was wearing a blue shirt and seemed to work there. He even helped me hang up the clothes after I picked them out.""}]",Who did Speaker 2 talk to in the store?,"{""A"": ""the store owner"", ""B"": ""the security guard"", ""C"": ""the man with a mustache"", ""D"": ""the woman with sunglasses""}",D,round1
a868dc00-1b86-45c7-861d-130185a693b8_0,d011d171-5057-4968-ae7c-30dd484d7cf1,"Clothes, other shopping; Talking with friends/housemates",contradictory,QaEgo4D,"[{""speaker"": ""Speaker 1"", ""text"": ""Finally, we're here! The lights are on inside and that bright 'Open' sign is clearly visible on the door.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Perfect timing! I'm starving. Let's head inside and see what they have for lunch.""}]","According to the visual information shown on the glass door in the video, what is the shop's actual current status?","{""A"": ""Open"", ""B"": ""Hiring Now"", ""C"": ""Grand Opening"", ""D"": ""Closed""}",D,manual
358b4617-283d-48df-bfd8-523cbb525b5d_10,358b4617-283d-48df-bfd8-523cbb525b5d,Cleaning / laundry; Indoor Navigation (walking),contradictory,EgoPlan-Bench2,"[{""speaker"": ""Other"", ""text"": ""Are you about finished with the bed linens?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Nearly. I've finished folding the sheets and I'm currently using a stapler to seal this cardboard envelope.""}, {""speaker"": ""Other"", ""text"": ""A stapler? Wouldn't the zip-lock storage bags be easier?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I couldn't find them. I am just pressing the stapler down on the last edge now.""}, {""speaker"": ""Other"", ""text"": ""Check the top shelf, but if you are done, just bring it down.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to remove bed cover and bedsheet?","{""A"": ""press the stapler down"", ""B"": ""fold the bedsheet"", ""C"": ""hook plastic bag"", ""D"": ""seal the cardboard envelope""}",C,round1
50e55c8f-b939-4b5c-86b5-e0b53d199d27_22,50e55c8f-b939-4b5c-86b5-e0b53d199d27,Eating at the cafeteria; Indoor Navigation (walking); Talking to colleagues; Walking on street; Working at desk,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I'm finally ready to sit down and have this meal.""}, {""speaker"": ""Other"", ""text"": ""It looks great, but be careful with that wooden table; it's quite sensitive to moisture.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Oh, I didn't realize. I should definitely avoid putting anything damp directly on the wood.""}, {""speaker"": ""Other"", ""text"": ""Exactly. Please use one of the coasters from the stack next to you for your drink.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Good catch. I'll make sure to use one before I set it down.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to have a meal?","{""A"": ""eat food with fork using a coaster"", ""B"": ""put water bottle on table using a coaster"", ""C"": ""put water bottle on table without a coaster"", ""D"": ""place the water bottle directly on the wooden surface""}",B,round1
2de56aa1-54d3-4d99-ab0d-6610560f30bc_193,2de56aa1-54d3-4d99-ab0d-6610560f30bc,biology experiments; Indoor Navigation (walking),multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I have finished transferring the liquid into the smaller vials.""}, {""speaker"": ""Other"", ""text"": ""Great. To keep the workspace organized and stable, we've started using the blue rack for the main tubes.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Should I just place the tube anywhere on that rack?""}, {""speaker"": ""Other"", ""text"": ""No, it is safer to use the center slot of the blue rack to prevent any accidental tipping during the next phase.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Understood, I will focus on using the center slot for the source tube.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to siphon a liquid from a test tube and inject the liquid into smaller test tubes?","{""A"": ""Put the test tube in the center slot of the blue rack"", ""B"": ""Shake the liquid while it is positioned in the center slot of the blue rack"", ""C"": ""Place the test tube on the open bench instead of using the blue rack"", ""D"": ""Put the test tube in the outermost corner slot of the blue rack""}",A,round1
8fa9cb9f-50fe-4fb4-b193-70574c50953f_1,6caf467a-a949-4b5c-b88b-b2ac6cbd9f36,Cleaning / laundry; Doing yardwork / shoveling snow; Gardening; Indoor Navigation (walking); Playing games / video games; Playing with pets; Talking with family members,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""So, what do you think? Does it look better there?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I'm still not sure. It feels a bit strange having it in this room. Why did you want me to move it here anyway?""}, {""speaker"": ""Other"", ""text"": ""I told you, I read that placing a large reflective surface like that opposite the main window makes the whole space feel bigger and brighter.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Okay, I see the logic. Let me just step back and look at it from this angle one more time.""}]",Where is the object that the speaker believes will make the space feel bigger and brighter?,"{""A"": ""in the bedroom"", ""B"": ""in the living room"", ""C"": ""in the bathroom"", ""D"": ""in the dining room""}",A,round1
15afbcca-8b44-4330-88bd-1de820866b9d_18,15afbcca-8b44-4330-88bd-1de820866b9d,Cleaning / laundry; Eating; Listening to music; On a screen (phone/laptop); Play with cellphone,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I have just finished placing the tea in the cup.""}, {""speaker"": ""Other"", ""text"": ""Good. For the next step, please avoid using the stove-top pot because it has a small leak.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Oh, I see. Should I use the electric kettle sitting on the counter then?""}, {""speaker"": ""Other"", ""text"": ""Yes, that is much safer. Just remember to hold the lid down while you use it because it tends to pop open.""}, {""speaker"": ""Camera Wearer"", ""text"": ""I will keep that in mind while I finish this up.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare tea?","{""A"": ""Pour hot water into the cup using the electric kettle."", ""B"": ""Take a tea packet from the tray near the electric kettle."", ""C"": ""Pour hot water into the cup using the stove-top pot."", ""D"": ""Use the electric kettle to finish the tea without holding the lid.""}",A,round1
890ebbfc-b51e-47cf-8d28-84af31a6d171_3,bbb376ac-4d04-47e8-933d-49e840f6d92f,Cleaning / laundry; Handyman,multimodal_grounded,QaEgo4D,"[{""speaker"": ""Other"", ""text"": ""Since you're tall enough to reach the top-layer shelf of that open cabinet, could you grab two of those for the party tonight?""}, {""speaker"": ""Camera Wearer"", ""text"": ""No problem at all, I'm bringing them down now.""}, {""speaker"": ""Other"", ""text"": ""Perfect, thank you, we really need to have them ready for the guests when they arrive.""}, {""speaker"": ""Camera Wearer"", ""text"": ""You got it, I'll set them right there on the counter.""}]",What items are the camera wearer going to retrieve for party tonight?,"{""A"": ""Drinking glasses"", ""B"": ""Bottles of wine"", ""C"": ""Ceramic plates"", ""D"": ""Serving bowls""}",A,manual
dbf952ee-d70d-441e-9574-582ad0b4101c_0,d61475bb-fd97-43e3-8b7d-a242064a9d10,Playing cards; Playing with pets,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I'm placing this cup on the microwave, right next to the stack of tubs.""}, {""speaker"": ""Other"", ""text"": ""Alright, I see it.""}]",What object did the camera wearer place on the microwave?,"{""A"": ""cup"", ""B"": ""sponge"", ""C"": ""bottle"", ""D"": ""tin""}",D,manual
5ad1f068-b8ca-44fd-ae3c-cc523d7eab93_7,e07d3e30-2d54-4ed8-8470-82b629883b28,Cleaning / laundry; Talking with family members,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""Did you see where C put that blue cap? I'm pretty sure he left it near the cooker after he picked it up.""}, {""speaker"": ""Other"", ""text"": ""Yeah, I saw him wearing it when he was standing next to the woman. He didn't take it off until later.""}]",What object does C pick up from the couch at 16:38?,"{""A"": ""A blue baseball hat"", ""B"": ""A red jacket"", ""C"": ""A baseball hat"", ""D"": ""A cooking utensil""}",C,original
569173d2-f5c0-4ccd-a04e-0b79f824aa2f_4,569173d2-f5c0-4ccd-a04e-0b79f824aa2f,Bike; Grocery shopping indoors,multimodal_grounded,EgoPlan-Bench2,"[{""speaker"": ""Camera Wearer"", ""text"": ""I've arrived at the fruit section, and there are several small items here that look good.""}, {""speaker"": ""Other"", ""text"": ""Great! If you decide to get any of those, please use the green mesh bags hanging on the display stand.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Understood. Should I just put them directly into my canvas tote instead to avoid using a bag?""}, {""speaker"": ""Other"", ""text"": ""Actually, we need you to use the mesh bags so the cashier can easily identify the items at checkout. Also, please don't use the plastic film rolls for these specific fruits as they need to breathe.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to shop for fruits?","{""A"": ""pick kiwi fruits using a green mesh bag"", ""B"": ""push door using a green mesh bag"", ""C"": ""pick kiwi fruits using the plastic film rolls"", ""D"": ""pick kiwi fruits and place them in a canvas tote""}",A,round1
878eb363-aed8-4136-8fee-2cc5208d979b_1,34250d8a-e771-468f-8b54-17f14d0cc53b,Cleaning / laundry; Household cleaners; Walking on street,contradictory,QaEgo4D,"[{""speaker"": ""Camera Wearer"", ""text"": ""I think you left the dryer running again. You always forget to turn it off.""}, {""speaker"": ""Other"", ""text"": ""No, I closed it and started the cycle already. I even added the fabric softener like you said.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Wait, you put fabric softener in the dryer? That’s not how it works!""}, {""speaker"": ""Other"", ""text"": ""Of course I did — I poured it right into the drum before closing the door. It’s going to smell great.""}]",What did Speaker 2 actually pour into the sink during the video events?,"{""A"": ""Fabric softener"", ""B"": ""Detergent"", ""C"": ""Bleach"", ""D"": ""Water""}",D,original
