task,scenario,video_uid,video_category,sample_id,dialogue,question,options,correct_answer,start_sec,end_sec
EgoPlan-Bench2,video_grounded_offtopic,2e160c88-209f-4bb2-90d4-e7edf5664bce,Daily life,2e160c88-209f-4bb2-90d4-e7edf5664bce_52,"[{""speaker"": ""Speaker 1"", ""text"": ""I just fell down the stairs, my leg... it hurts so bad!""}, {""speaker"": ""Speaker 2"", ""text"": ""Oh no, let me see. It's already bruising.""}, {""speaker"": ""Speaker 1"", ""text"": ""I can't even put weight on it. What if it's broken?""}, {""speaker"": ""Speaker 2"", ""text"": ""Hold still, I'm calling for help right now.""}, {""speaker"": ""Speaker 1"", ""text"": ""This is a nightmare, I can't deal with this.""}, {""speaker"": ""Speaker 2"", ""text"": ""but you are gonna be fine.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to clean cloth? (A) remove cloth from bucket (B) hit cloth (C) pick cloth (D) straighten cloth","{""A"": ""remove cloth from bucket"", ""B"": ""hit cloth"", ""C"": ""pick cloth"", ""D"": ""straighten cloth""}",A,562.7333333333333,638.6666666666666
EgoPlan-Bench2,video_grounded_offtopic,b089b6c4-01da-4b31-b1b3-011c0d21b5ff,Daily life,b089b6c4-01da-4b31-b1b3-011c0d21b5ff_19,"[{""speaker"": ""Speaker 1"", ""text"": ""Excuse me, could you help me check out these items? The line's too long.""}, {""speaker"": ""Speaker 2"", ""text"": ""No problem! I'll get that for you right away.""}, {""speaker"": ""Speaker 1"", ""text"": ""Hang on, your name tag looks familiar... wait, that's not even our store's design.""}, {""speaker"": ""Speaker 2"", ""text"": ""Uh, it's a new prototype. Happens all the time.""}, {""speaker"": ""Speaker 1"", ""text"": ""you don't have to keep pretending to be an employee.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to iron the cloth? (A) remove dirt from cloth (B) iron cloth (C) place cloth (D) pick iron box","{""A"": ""remove dirt from cloth"", ""B"": ""iron cloth"", ""C"": ""place cloth"", ""D"": ""pick iron box""}",D,133.43333333333334,158.03333333333333
EgoPlan-Bench2,video_grounded_offtopic,311e13f0-38b9-4cd4-95d4-ea771e6d3c07,Work,311e13f0-38b9-4cd4-95d4-ea771e6d3c07_5,"[{""speaker"": ""Speaker 1"", ""text"": ""The first dance between the bride and groom was magical, wasn't it?""}, {""speaker"": ""Speaker 2"", ""text"": ""Absolutely, they looked so happy up there.""}, {""speaker"": ""Speaker 1"", ""text"": ""We've also done the cake cutting and a few toasts.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, everything's going smoothly so far.""}, {""speaker"": ""Speaker 1"", ""text"": ""It's now time for the father-daughter dance.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to repair the bonnet? (A) open tool box drawer (B) unscrew nuts from bonnet (C) push car jack under car (D) put screw driver on bonnet","{""A"": ""open tool box drawer"", ""B"": ""unscrew nuts from bonnet"", ""C"": ""push car jack under car"", ""D"": ""put screw driver on bonnet""}",D,10.2,155.13333333333333
EgoPlan-Bench2,video_grounded_offtopic,cce95cd8-188e-4d6b-996f-07f58fc9d117,Work,cce95cd8-188e-4d6b-996f-07f58fc9d117_27,"[{""speaker"": ""Speaker 1"", ""text"": ""Did you hear about the ski accident over the weekend?""}, {""speaker"": ""Speaker 2"", ""text"": ""No, what happened?""}, {""speaker"": ""Speaker 1"", ""text"": ""I think someone from our town got hurt pretty bad. Was it that guy Scott?""}, {""speaker"": ""Speaker 2"", ""text"": ""yeah, scott bankroft broke his leg.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to adjust bicycle with tools? (A) use plier (B) pick plier (C) keep plier (D) drop plier","{""A"": ""use plier"", ""B"": ""pick plier"", ""C"": ""keep plier"", ""D"": ""drop plier""}",D,291.8,315.1333333333333
EgoPlan-Bench2,video_grounded_offtopic,227165a6-277b-451c-bcda-1d2cf60577ab,Daily life,227165a6-277b-451c-bcda-1d2cf60577ab_41,"[{""speaker"": ""Speaker 1"", ""text"": ""Alright, Mateo, this couch has gotta go up these stairs now or we're screwed.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, no kidding. You take the front, I'll get the back?""}, {""speaker"": ""Speaker 1"", ""text"": ""Perfect. Just don't let it slip—we sync up or it all crashes.""}, {""speaker"": ""Speaker 2"", ""text"": ""I'm good. How we starting it?""}, {""speaker"": ""Speaker 1"", ""text"": ""okay, mateo, on three. ready?""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to cook meal? (A) stir food (B) pull drawer (C) pick lid (D) pick knife","{""A"": ""stir food"", ""B"": ""pull drawer"", ""C"": ""pick lid"", ""D"": ""pick knife""}",A,754.0333333333333,796.3333333333334
EgoPlan-Bench2,video_grounded_offtopic,316ad960-e087-4d33-ba02-08e83c20e199,Work,316ad960-e087-4d33-ba02-08e83c20e199_23,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey Amy, got a minute? Something weird just happened in the stockroom.""}, {""speaker"": ""Speaker 2"", ""text"": ""Sure, John, what's up?""}, {""speaker"": ""Speaker 1"", ""text"": ""I saw Mike stuffing some electronics into his bag and heading for the exit.""}, {""speaker"": ""Speaker 2"", ""text"": ""You're kidding. Did he see you?""}, {""speaker"": ""Speaker 1"", ""text"": ""amy, i need to report an employee theft.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to fetch water and water plants in the garden? (A) dust right hand on trouser (B) wash hands in bucket (C) place bucket on concrete pavement (D) put garden hose in bucket on grass","{""A"": ""dust right hand on trouser"", ""B"": ""wash hands in bucket"", ""C"": ""place bucket on concrete pavement"", ""D"": ""put garden hose in bucket on grass""}",B,671.4333333333333,679.0
EgoPlan-Bench2,video_grounded_offtopic,ae2cd423-6d11-4b18-959c-9e6ad872249f,Daily life,ae2cd423-6d11-4b18-959c-9e6ad872249f_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, I want to enter this raffle. What do I need to do?""}, {""speaker"": ""Speaker 2"", ""text"": ""Just fill out one of these entry forms right here.""}, {""speaker"": ""Speaker 1"", ""text"": ""Got it. So where exactly do I put my information?""}, {""speaker"": ""Speaker 2"", ""text"": ""Start at the top—there's your contact details, then down to the bottom.""}, {""speaker"": ""Speaker 1"", ""text"": ""Cool, but I'm not sure about the name part.""}, {""speaker"": ""Speaker 2"", ""text"": ""there's a blank spot where you can write in your name.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare sandwich? (A) place sandwich dough pack in store room (B) pick spatula (C) return to kitchen (D) flip egg","{""A"": ""place sandwich dough pack in store room"", ""B"": ""pick spatula"", ""C"": ""return to kitchen"", ""D"": ""flip egg""}",D,336.73333333333335,339.8
EgoPlan-Bench2,video_grounded_offtopic,7bb47140-606f-4775-b5a1-fc8cb5ed118c,Work,7bb47140-606f-4775-b5a1-fc8cb5ed118c_22,"[{""speaker"": ""Speaker 1"", ""text"": ""Excuse me, are you part of the team on this floor?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, what's up?""}, {""speaker"": ""Speaker 1"", ""text"": ""I'm the new resident starting today, Dr. Ellis. I need to report to the attending.""}, {""speaker"": ""Speaker 2"", ""text"": ""Right, we've been expecting you. i'm dr. sidian, i'm the attending on the floor.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to remove engine cover and engine filter from a bike? (A) pick up engine filter (B) clean hands (C) turn engine filter (D) drop engine filter","{""A"": ""pick up engine filter"", ""B"": ""clean hands"", ""C"": ""turn engine filter"", ""D"": ""drop engine filter""}",D,348.5,356.1666666666667
EgoPlan-Bench2,video_grounded_offtopic,670df362-2578-4f2a-8940-188f06ca6126,Recreation,670df362-2578-4f2a-8940-188f06ca6126_2,"[{""speaker"": ""Speaker 1"", ""text"": ""I grabbed that box of cereal from the office pantry on my way out today.""}, {""speaker"": ""Speaker 2"", ""text"": ""Wait, was that the communal stuff or someone's personal stash?""}, {""speaker"": ""Speaker 1"", ""text"": ""It was just sitting there with the other snacks, and people take things all the time.""}, {""speaker"": ""Speaker 2"", ""text"": ""Still feels a bit iffy.""}, {""speaker"": ""Speaker 1"", ""text"": ""we should ask if the cereal was meant to be taken home.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to arrange board game chips and cards? (A) arrange board game cards (B) move board game chips on table (C) pick board game card (D) put board game chips on table","{""A"": ""arrange board game cards"", ""B"": ""move board game chips on table"", ""C"": ""pick board game card"", ""D"": ""put board game chips on table""}",B,1617.5,1661.5666666666666
EgoPlan-Bench2,video_grounded_offtopic,6337e5bc-f765-41cf-b5b0-9d1d2cf201b1,Hobbies,6337e5bc-f765-41cf-b5b0-9d1d2cf201b1_21,"[{""speaker"": ""Speaker 1"", ""text"": ""Alright, Heather, sales were slow in housewares yesterday, but we need coverage everywhere today.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, I noticed. Where do you want me?""}, {""speaker"": ""Speaker 1"", ""text"": ""Electronics is slammed with the new shipment, and clothing's got it handled.""}, {""speaker"": ""Speaker 2"", ""text"": ""So not there then?""}, {""speaker"": ""Speaker 1"", ""text"": ""Heather, you're in housewares.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to apply putty on the wall? (A) drop putty in container (B) squat down (C) remove excess putty from wall (D) put container on bench","{""A"": ""drop putty in container"", ""B"": ""squat down"", ""C"": ""remove excess putty from wall"", ""D"": ""put container on bench""}",C,283.73333333333335,298.0
EgoPlan-Bench2,video_grounded_offtopic,bc7fb44c-ee02-4089-9d8d-4f13f722e8ac,Daily life,bc7fb44c-ee02-4089-9d8d-4f13f722e8ac_36,"[{""speaker"": ""Speaker 1"", ""text"": ""I just got the call from the doctor. They found something on the scan.""}, {""speaker"": ""Speaker 2"", ""text"": ""Oh no, what did they say exactly?""}, {""speaker"": ""Speaker 1"", ""text"": ""It's unclear, but it could be bad. I'm freaking out here.""}, {""speaker"": ""Speaker 2"", ""text"": ""Breathe, okay? We'll get a second opinion if we have to.""}, {""speaker"": ""Speaker 1"", ""text"": ""But what if it's cancer? I can't handle this.""}, {""speaker"": ""Speaker 2"", ""text"": ""everything's gonna be just fine.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to eat food with spoon and fork? (A) put spoon and fork on plate (B) eat food (C) put food in plate with fork (D) scoop food","{""A"": ""put spoon and fork on plate"", ""B"": ""eat food"", ""C"": ""put food in plate with fork"", ""D"": ""scoop food""}",A,1356.5333333333333,1404.8
EgoPlan-Bench2,video_grounded_offtopic,90093217-6a61-48ce-b737-e581499cf491,Work,90093217-6a61-48ce-b737-e581499cf491_158,"[{""speaker"": ""Speaker 1"", ""text"": ""My son Jake is 14 now, and he's got this crush on a girl from school. I'm worried he's not ready for what's coming next.""}, {""speaker"": ""Speaker 2"", ""text"": ""Kids that age move fast. You gotta guide him somehow.""}, {""speaker"": ""Speaker 1"", ""text"": ""His dad just grunts and says \""don't be stupid.\"" That's not helping.""}, {""speaker"": ""Speaker 2"", ""text"": ""Someone's gotta give him the real talk then.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, but who? I tried once and it was so awkward.""}, {""speaker"": ""Speaker 2"", ""text"": ""and actually,maybe you could talk to him about sex and stuff.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to add liquid to and close small containers? (A) pour liquid into container (B) open small containers (C) put small container on rocker (D) adjust rocker","{""A"": ""pour liquid into container"", ""B"": ""open small containers"", ""C"": ""put small container on rocker"", ""D"": ""adjust rocker""}",B,1522.1333333333334,1544.5333333333333
EgoPlan-Bench2,video_grounded_offtopic,786ced75-8534-469a-be44-4e7354b1c9b8,Hobbies,786ced75-8534-469a-be44-4e7354b1c9b8_76,"[{""speaker"": ""Speaker 1"", ""text"": ""Dude, watching this movie is making me hungry.""}, {""speaker"": ""Speaker 2"", ""text"": ""Same, I could go for something spicy right now.""}, {""speaker"": ""Speaker 1"", ""text"": ""Takis would hit the spot.""}, {""speaker"": ""Speaker 2"", ""text"": ""Hell yeah, you grabbing some?""}, {""speaker"": ""Speaker 1"", ""text"": ""i'm gonna go get some takis.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to wrap sausages with dough? (A) cut dough (B) pick sausage (C) wrap sausage with dough (D) roll sausage dough","{""A"": ""cut dough"", ""B"": ""pick sausage"", ""C"": ""wrap sausage with dough"", ""D"": ""roll sausage dough""}",B,1740.0333333333333,1757.4666666666667
EgoPlan-Bench2,video_grounded_offtopic,8d27f903-5c76-4a63-9d0b-2ff2d29ae9a9,Daily life,8d27f903-5c76-4a63-9d0b-2ff2d29ae9a9_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Enemy contact, 50 meters! Light 'em up!""}, {""speaker"": ""Speaker 2"", ""text"": ""Roger, full auto! Pour it on!""}, {""speaker"": ""Speaker 1"", ""text"": ""Wait, hold your fire—something's off!""}, {""speaker"": ""Speaker 2"", ""text"": ""Negative! Keep shooting, take 'em down!""}, {""speaker"": ""Speaker 1"", ""text"": ""cease fire! cease fire!""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to gather materials? (A) put glass on table (B) take noodles (C) open tap (D) remove noodle from polythene","{""A"": ""put glass on table"", ""B"": ""take noodles"", ""C"": ""open tap"", ""D"": ""remove noodle from polythene""}",A,6.8,23.866666666666667
EgoPlan-Bench2,video_grounded_offtopic,fd2ae8b4-b683-4c4b-935c-78b4dadbdbf8,Recreation,fd2ae8b4-b683-4c4b-935c-78b4dadbdbf8_4,"[{""speaker"": ""Speaker 1"", ""text"": ""Man, this party's been wild tonight.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, hasn't it? You gotta stay for the afterparty.""}, {""speaker"": ""Speaker 1"", ""text"": ""Tempting, but work's calling early tomorrow.""}, {""speaker"": ""Speaker 2"", ""text"": ""One more hour? Come on.""}, {""speaker"": ""Speaker 1"", ""text"": ""i think i'm gonna head out.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare nail polish? (A) push in drawer (B) pick bottle from drawer (C) open nail polish bottle (D) remove bottle cover","{""A"": ""push in drawer"", ""B"": ""pick bottle from drawer"", ""C"": ""open nail polish bottle"", ""D"": ""remove bottle cover""}",B,858.4333333333333,865.9666666666667
EgoPlan-Bench2,video_grounded_offtopic,9313181d-2522-4144-ab35-b3c1a8ac1fea,Hobbies,9313181d-2522-4144-ab35-b3c1a8ac1fea_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, you see that woman over by the fruit stand? She looks familiar.""}, {""speaker"": ""Speaker 2"", ""text"": ""Which one? The one with the hat?""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, I think she's the lady from the coffee shop last week.""}, {""speaker"": ""Speaker 2"", ""text"": ""Go say hi then, don't just stare.""}, {""speaker"": ""Speaker 1"", ""text"": ""Hey, lady!""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to paint the wall? (A) move paint roller on paint (B) join paint roller handle (C) pick paint roller (D) apply paint on wall","{""A"": ""move paint roller on paint"", ""B"": ""join paint roller handle"", ""C"": ""pick paint roller"", ""D"": ""apply paint on wall""}",D,1.0333333333333334,8.833333333333334
EgoPlan-Bench2,video_grounded_offtopic,6cd8942a-866f-46ef-af6d-5d895723f439,Work,6cd8942a-866f-46ef-af6d-5d895723f439_200,"[{""speaker"": ""Speaker 1"", ""text"": ""Welcome back to another thrilling episode of Trivia Titans! We've got a fantastic lineup tonight.""}, {""speaker"": ""Speaker 2"", ""text"": ""The energy in the studio is electric, folks. These contestants are ready to battle it out for the grand prize.""}, {""speaker"": ""Speaker 1"", ""text"": ""That's right. Three sharp minds, big dreams, and even bigger questions coming their way.""}, {""speaker"": ""Speaker 2"", ""text"": ""Can't wait to see who steps up first.""}, {""speaker"": ""Speaker 1"", ""text"": ""Let's meet our first contestant, Marcus White!""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to arrange aluminium rods? (A) tap aluminium rods (B) adjust aluminium rods (C) drop aluminium rod (D) pick aluminium rod","{""A"": ""tap aluminium rods"", ""B"": ""adjust aluminium rods"", ""C"": ""drop aluminium rod"", ""D"": ""pick aluminium rod""}",B,4641.933333333333,4643.866666666667
EgoPlan-Bench2,video_grounded_offtopic,9d6c0265-3c17-4585-9236-51edf7136846,Hobbies,9d6c0265-3c17-4585-9236-51edf7136846_2,"[{""speaker"": ""Speaker 1"", ""text"": ""Oh man, I wasn't expecting anyone today. What's up?""}, {""speaker"": ""Speaker 2"", ""text"": ""Saw your light on from the street.""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, just hanging out after work. You heading somewhere?""}, {""speaker"": ""Speaker 2"", ""text"": ""Nah, not really.""}, {""speaker"": ""Speaker 1"", ""text"": ""Cool, good timing then.""}, {""speaker"": ""Speaker 2"", ""text"": ""hey! just coming by to say hey.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to measure art paints? (A) place tape measure on art paint (B) stick art paint on wall (C) pull tape measure (D) place art paint on table","{""A"": ""place tape measure on art paint"", ""B"": ""stick art paint on wall"", ""C"": ""pull tape measure"", ""D"": ""place art paint on table""}",C,217.2,237.0
EgoPlan-Bench2,video_grounded_offtopic,7d03de4d-0b9e-4922-a652-ea6312ee8bd2,Hobbies,7d03de4d-0b9e-4922-a652-ea6312ee8bd2_2,"[{""speaker"": ""Speaker 1"", ""text"": ""I've never been in a store like this before. What's all this stuff behind the counter?""}, {""speaker"": ""Speaker 2"", ""text"": ""You mean the shiny metal box with all the buttons?""}, {""speaker"": ""Speaker 1"", ""text"": ""Yeah, that one. It looks complicated.""}, {""speaker"": ""Speaker 2"", ""text"": ""That's where they keep the money.""}, {""speaker"": ""Speaker 1"", ""text"": ""Really? What do you call it?""}, {""speaker"": ""Speaker 2"", ""text"": ""That's a cash register.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare the brush cutter? (A) place jerrycan on floor (B) pour fuel in fuel tank (C) pick up jerrycan (D) pick up grass cutter","{""A"": ""place jerrycan on floor"", ""B"": ""pour fuel in fuel tank"", ""C"": ""pick up jerrycan"", ""D"": ""pick up grass cutter""}",B,5.1,24.566666666666666
EgoPlan-Bench2,video_grounded_offtopic,6e68d2f9-6d37-4317-a3eb-9541321d558e,Recreation,6e68d2f9-6d37-4317-a3eb-9541321d558e_5,"[{""speaker"": ""Speaker 1"", ""text"": ""I've got a date tonight and I really want to impress her.""}, {""speaker"": ""Speaker 2"", ""text"": ""Cool, what's your plan?""}, {""speaker"": ""Speaker 1"", ""text"": ""Dinner somewhere nice, be charming, you know.""}, {""speaker"": ""Speaker 2"", ""text"": ""Her parents matter a lot to her though.""}, {""speaker"": ""Speaker 1"", ""text"": ""True, but it's her I care about.""}, {""speaker"": ""Speaker 2"", ""text"": ""it's the parents you want to impress""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare wall climbing rope? (A) pull climbing rope (B) put on gloves (C) put rope in bucket (D) hand climbing rope to person","{""A"": ""pull climbing rope"", ""B"": ""put on gloves"", ""C"": ""put rope in bucket"", ""D"": ""hand climbing rope to person""}",A,269.6333333333333,308.46666666666664
EgoPlan-Bench2,video_grounded_offtopic,6801963a-1672-447c-b231-39932d840f7b,Work,6801963a-1672-447c-b231-39932d840f7b_35,"[{""speaker"": ""Speaker 1"", ""text"": ""The neighborhood watch is falling apart because the zone captains can't stay in touch during patrols.""}, {""speaker"": ""Speaker 2"", ""text"": ""I know, runners are too slow, and cell service is spotty out there.""}, {""speaker"": ""Speaker 1"", ""text"": ""We've tried shouting across streets, but that's useless at night.""}, {""speaker"": ""Speaker 2"", ""text"": ""Exactly, we need something reliable for real-time updates. Any ideas?""}, {""speaker"": ""Speaker 1"", ""text"": ""what if we gave walkie-talkies to all the zone captains""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to put pressure in tire? (A) open tire valve (B) pick spanner (C) turn on air pressure gauge (D) close tube nozzle lid","{""A"": ""open tire valve"", ""B"": ""pick spanner"", ""C"": ""turn on air pressure gauge"", ""D"": ""close tube nozzle lid""}",D,541.4333333333333,578.7333333333333
EgoPlan-Bench2,video_grounded_offtopic,348f0f69-cd49-4c00-af91-f1765155e858,Hobbies,348f0f69-cd49-4c00-af91-f1765155e858_29,"[{""speaker"": ""Speaker 1"", ""text"": ""Alright, everyone, we've got that big redesign project for the website kicking off next week.""}, {""speaker"": ""Speaker 2"", ""text"": ""Sounds good. Who's taking the lead on it?""}, {""speaker"": ""Speaker 1"", ""text"": ""I'll oversee the whole thing, but we need to split up the tasks.""}, {""speaker"": ""Speaker 2"", ""text"": ""Cool, what about the UI elements?""}, {""speaker"": ""Speaker 1"", ""text"": ""so some of you are gonna be working on that with dina.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to mow the grass and dump the grass residue? (A) detach trash compartment of lawn mower (B) scrape lawn mower (C) skip over lawn mower with trash bag (D) pull chord on lawn mower","{""A"": ""detach trash compartment of lawn mower"", ""B"": ""scrape lawn mower"", ""C"": ""skip over lawn mower with trash bag"", ""D"": ""pull chord on lawn mower""}",A,1190.4333333333334,1202.3666666666666
EgoPlan-Bench2,video_grounded_offtopic,ad09372b-2863-4de9-a86c-c46b2f502fe4,Daily life,ad09372b-2863-4de9-a86c-c46b2f502fe4_57,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, that new hire in apparel is really struggling with the inventory counts.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, she's slowing everyone down. We need to shift her somewhere else.""}, {""speaker"": ""Speaker 1"", ""text"": ""Seasonals might be a better fit—less pressure there.""}, {""speaker"": ""Speaker 2"", ""text"": ""Good call. Justine's running that team and she's great at training rookies.""}, {""speaker"": ""Speaker 1"", ""text"": ""i'll move her into seasonals with justine.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to fold jean short? (A) take off short (B) fold jean short (C) adjust jean short (D) lay jean short","{""A"": ""take off short"", ""B"": ""fold jean short"", ""C"": ""adjust jean short"", ""D"": ""lay jean short""}",B,533.8333333333334,542.3
EgoPlan-Bench2,video_grounded_offtopic,c9932108-4869-4de7-999c-a5b6291b1d6c,Recreation,c9932108-4869-4de7-999c-a5b6291b1d6c_7,[],"Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to play card game? (A) move snack chips plate (B) play cards game (C) push pin on card (D) pick brown cards","{""A"": ""move snack chips plate"", ""B"": ""play cards game"", ""C"": ""push pin on card"", ""D"": ""pick brown cards""}",C,113.16666666666667,206.26666666666668
EgoPlan-Bench2,video_grounded_offtopic,1eee4aaf-a21c-4ae5-82cd-96fdccae6742,Recreation,1eee4aaf-a21c-4ae5-82cd-96fdccae6742_7,"[{""speaker"": ""Speaker 1"", ""text"": ""Man, that movie was intense. What did you think of the ending?""}, {""speaker"": ""Speaker 2"", ""text"": ""Loved it! Totally didn't see that twist coming. You wanna grab some late-night food?""}, {""speaker"": ""Speaker 1"", ""text"": ""Tempting, but I've got an early meeting tomorrow.""}, {""speaker"": ""Speaker 2"", ""text"": ""Come on, just a quick bite? My treat.""}, {""speaker"": ""Speaker 1"", ""text"": ""yeah, i think i'm gonna head to my car""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to apply hair treatment on a woman's hair in the salon? (A) pick glove (B) apply liquid on head with hair brush (C) press ointment into plastic bowl (D) mix liquid and ointment with hair brush","{""A"": ""pick glove"", ""B"": ""apply liquid on head with hair brush"", ""C"": ""press ointment into plastic bowl"", ""D"": ""mix liquid and ointment with hair brush""}",A,112.1,195.06666666666666
EgoPlan-Bench2,video_grounded_offtopic,d2de811c-9255-4c4f-8a54-a2fc65527f59,Daily life,d2de811c-9255-4c4f-8a54-a2fc65527f59_40,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, quick question—do you have those updated sales numbers from last quarter yet?""}, {""speaker"": ""Speaker 2"", ""text"": ""Not fully compiled, but I've got most of the data pulled. What exactly do you need?""}, {""speaker"": ""Speaker 1"", ""text"": ""Just the total revenue figure for the report I'm putting together.""}, {""speaker"": ""Speaker 2"", ""text"": ""Got it, that shouldn't take too long to finalize.""}, {""speaker"": ""Speaker 1"", ""text"": ""okay, and if you could just get me that number by the end of the day, that'd be great.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to pour blended grain? (A) turn jar knob (B) drop lid (C) pour blended grain (D) drop blender jar","{""A"": ""turn jar knob"", ""B"": ""drop lid"", ""C"": ""pour blended grain"", ""D"": ""drop blender jar""}",D,405.8,413.2
EgoPlan-Bench2,video_grounded_offtopic,3b980a7b-b0a9-4672-a8c7-b3c759815b3a,Work,3b980a7b-b0a9-4672-a8c7-b3c759815b3a_127,"[{""speaker"": ""Speaker 1"", ""text"": ""Hey, you mentioned setting me up with your friend the other day. What's he like?""}, {""speaker"": ""Speaker 2"", ""text"": ""Oh yeah, he's a really nice guy. Super active and fun.""}, {""speaker"": ""Speaker 1"", ""text"": ""Active how? Like gym rat or what?""}, {""speaker"": ""Speaker 2"", ""text"": ""Nah, more like sports guy. He's got some interesting stories too.""}, {""speaker"": ""Speaker 1"", ""text"": ""Okay, sell me on him. Give me the details.""}, {""speaker"": ""Speaker 2"", ""text"": ""he's in a handball league, he had a deaf girlfriend""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to loosen screw from 3D printer? (A) pick screwdriver (B) place plier (C) remove hand from screwdriver (D) loosen screw from 3D printer","{""A"": ""pick screwdriver"", ""B"": ""place plier"", ""C"": ""remove hand from screwdriver"", ""D"": ""loosen screw from 3D printer""}",D,2159.266666666667,2216.4666666666667
EgoPlan-Bench2,video_grounded_offtopic,d0a861f7-3e5c-4836-9b43-29a0b3288165,Daily life,d0a861f7-3e5c-4836-9b43-29a0b3288165_8,"[{""speaker"": ""Speaker 1"", ""text"": ""Those workers are still fooling around with the temporary partition in the warehouse.""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, I noticed. The inventory shift is done, isn't it?""}, {""speaker"": ""Speaker 1"", ""text"": ""It wrapped up an hour ago. It's just blocking the aisles now.""}, {""speaker"": ""Speaker 2"", ""text"": ""just tell 'em to take it down and get back to work.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to feed baby A and boy B? (A) open bottle (B) give bottle to boy B (C) pull toddler car (D) drop bottle on toddler car","{""A"": ""open bottle"", ""B"": ""give bottle to boy B"", ""C"": ""pull toddler car"", ""D"": ""drop bottle on toddler car""}",D,488.5,547.5
EgoPlan-Bench2,video_grounded_offtopic,f374039b-7f08-4dc3-af64-4e9ff61db531,Work,f374039b-7f08-4dc3-af64-4e9ff61db531_107,"[{""speaker"": ""Speaker 1"", ""text"": ""Morning, Sandra. You ready for the day?""}, {""speaker"": ""Speaker 2"", ""text"": ""Yeah, just clocked in. What's on the agenda?""}, {""speaker"": ""Speaker 1"", ""text"": ""Busy one. Shelves need restocking, and that front display is a disaster.""}, {""speaker"": ""Speaker 2"", ""text"": ""Tell me about it. It looks like a tornado hit it.""}, {""speaker"": ""Speaker 1"", ""text"": ""ah, sand--sandra, i am gonna have you set up the display today.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to clean construction tools? (A) scrape finishing trowel (B) drop trowel (C) pick rag (D) rotate square trowel","{""A"": ""scrape finishing trowel"", ""B"": ""drop trowel"", ""C"": ""pick rag"", ""D"": ""rotate square trowel""}",B,2681.2,2726.6666666666665
