task,scenario,video_uid,video_category,sample_id,dialogue,question,options,correct_answer,start_sec,end_sec
EgoPlan-Bench2,video_grounded_ontopic,ebae32c1-6ad1-4b96-851c-166e1784d50a,Work,ebae32c1-6ad1-4b96-851c-166e1784d50a_81,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m trimming this plant down and cleaning up the extra bits as I go.""}, {""speaker"": ""Other"", ""text"": ""Looks like you’re keeping it really neat. Are you spraying it too?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just a light spray to help it stay in good shape before I set it in the container.""}, {""speaker"": ""Other"", ""text"": ""Nice, that should help. The label is going on it too, right?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m labeling it and then I’ll finish adjusting the plant so it’s secured properly.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to cut some plants and attach them to other types of plants? (A) pick up plant (B) fix container on plant (C) cut plant (D) put plant part in bin","{""A"": ""pick up plant"", ""B"": ""fix container on plant"", ""C"": ""cut plant"", ""D"": ""put plant part in bin""}",A,758.7333333333333,800.1
EgoPlan-Bench2,video_grounded_ontopic,2d076447-17ad-47ab-b846-7eab0bf79090,Work,2d076447-17ad-47ab-b846-7eab0bf79090_231,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m lining up this drainage pipe and checking the bolt fit again.""}, {""speaker"": ""Other"", ""text"": ""Looks like you’re making good progress. Is it holding in place properly?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Almost. I just need to adjust the hardware a bit and make sure everything sits right.""}, {""speaker"": ""Other"", ""text"": ""Nice, those small tweaks always make the difference when you’re working on pipes.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’ve got the screwdriver handy in case I need to loosen or tighten anything else.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to drill nuts and screw bolts with spanner? (A) pick bolt (B) rotate drainage pipe (C) open bolt with hand (D) remove nut from bolt","{""A"": ""pick bolt"", ""B"": ""rotate drainage pipe"", ""C"": ""open bolt with hand"", ""D"": ""remove nut from bolt""}",D,2668.866666666667,2682.1666666666665
EgoPlan-Bench2,video_grounded_ontopic,e402df54-0a64-424e-a7e6-3e68b18a761c,Daily life,e402df54-0a64-424e-a7e6-3e68b18a761c_16,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m getting everything ready to make these corn dogs.""}, {""speaker"": ""Other"", ""text"": ""Nice, are you setting up the cooker first?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’ve got the tray lined up and I’m making sure the foil sits right.""}, {""speaker"": ""Other"", ""text"": ""Good idea. That makes cleanup a lot easier later.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. Now I’m opening the corn dog pack so I can start cooking them.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare corn dogs? (A) pick empty pack (B) fold foil (C) open cupboard (D) pick corn dog pack","{""A"": ""pick empty pack"", ""B"": ""fold foil"", ""C"": ""open cupboard"", ""D"": ""pick corn dog pack""}",B,151.06666666666666,174.63333333333333
EgoPlan-Bench2,video_grounded_ontopic,dedaa2ad-306d-47b3-a4c4-90b6b2c37e78,Daily life,dedaa2ad-306d-47b3-a4c4-90b6b2c37e78_7,"[{""speaker"": ""Camera Wearer"", ""text"": ""Traffic’s moving a little better now. I’m keeping my hands steady while I get through this stretch.""}, {""speaker"": ""Other"", ""text"": ""Yeah, looks like the road opened up a bit. Just stay smooth and keep an eye on the cars ahead.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Will do. I just adjusted the controls a second ago, so it feels a bit more comfortable now.""}, {""speaker"": ""Other"", ""text"": ""Nice. It’s always easier when everything feels set and you can just focus on the drive.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to drive a car? (A) drive car forward (B) remove hand from gear stick (C) shift gear stick forward (D) click car wiper controller","{""A"": ""drive car forward"", ""B"": ""remove hand from gear stick"", ""C"": ""shift gear stick forward"", ""D"": ""click car wiper controller""}",C,9179.766666666666,9216.766666666666
EgoPlan-Bench2,video_grounded_ontopic,e4257a81-330b-4b51-b560-36b59c4d4679,Daily life,e4257a81-330b-4b51-b560-36b59c4d4679_7,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m layering the paratha with the egg now. It’s coming together pretty well.""}, {""speaker"": ""Other"", ""text"": ""Nice, that sounds tasty. Are you making a few of them at once?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’ve got another one going too. I’m trying to keep the eggs from spilling over.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Once they’re set, it should be easy to fold everything up and serve.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m just adjusting it a bit so it cooks evenly.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to cook the paratha? (A) pick paratha (B) put paratha on egg on pan (C) use fork on paratha (D) pick remaining egg","{""A"": ""pick paratha"", ""B"": ""put paratha on egg on pan"", ""C"": ""use fork on paratha"", ""D"": ""pick remaining egg""}",C,67.23333333333333,86.73333333333333
EgoPlan-Bench2,video_grounded_ontopic,1fe55d7f-85e4-4cb5-a536-7a2aa623630b,Daily life,1fe55d7f-85e4-4cb5-a536-7a2aa623630b_10,"[{""speaker"": ""Camera Wearer"", ""text"": ""This breakfast spread is pretty good — waffles, bread, soup, and even avocado.""}, {""speaker"": ""Other"", ""text"": ""Yeah, you’ve got a full plate there. Are the waffles as good as they look?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Definitely. I’m just taking small bites and mixing in a little of everything.""}, {""speaker"": ""Other"", ""text"": ""Nice. I’m still working through my soup, but I might need to try those waffles next.""}, {""speaker"": ""Camera Wearer"", ""text"": ""You should — they’re soft and really tasty with the avocado on the side.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare and eat waffles? (A) eat waffles (B) cut avocado (C) pick cutlery (D) scoop waffles","{""A"": ""eat waffles"", ""B"": ""cut avocado"", ""C"": ""pick cutlery"", ""D"": ""scoop waffles""}",A,13161.4,13214.666666666666
EgoPlan-Bench2,video_grounded_ontopic,91f92011-c07d-404f-bb96-7e9135eb9fed,Daily life,91f92011-c07d-404f-bb96-7e9135eb9fed_27,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m sorting out the laundry in the basement. Some of these blankets and clothes got all mixed together.""}, {""speaker"": ""Other"", ""text"": ""Yeah, it looks like a full load. Did you find everything you needed?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Mostly. I’m just unfolding this blanket and checking the washer settings before I add the detergent.""}, {""speaker"": ""Other"", ""text"": ""Nice, that should help get it cleaned up. The dryer’s still got a few things in it too, right?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yep, I’m finishing up here and then I’ll deal with those clothes next.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to do laundry? (A) drop liquid wash (B) close dryer (C) grab liquid wash (D) remove clothes from dryer","{""A"": ""drop liquid wash"", ""B"": ""close dryer"", ""C"": ""grab liquid wash"", ""D"": ""remove clothes from dryer""}",D,290.4,433.8333333333333
EgoPlan-Bench2,video_grounded_ontopic,251fc8c1-6daf-4475-87ba-c22564843f94,Hobbies,251fc8c1-6daf-4475-87ba-c22564843f94_12,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m trying to get this painting looking cleaner, so I’m wiping off a few spots first.""}, {""speaker"": ""Other"", ""text"": ""Nice, it’s already coming together. Are you working from the reference on your laptop?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I keep checking it while I add more paint. I just moved the stand a little closer too.""}, {""speaker"": ""Other"", ""text"": ""That makes sense. The angle looks better now—are you going back in with the brush?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yep, I’m mixing up a bit more color and filling in these areas before I keep going.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to painting in the workshop? (A) pick towel (B) adjust painting (C) dip brush in paint (D) wipe painting","{""A"": ""pick towel"", ""B"": ""adjust painting"", ""C"": ""dip brush in paint"", ""D"": ""wipe painting""}",B,680.2666666666667,734.5
EgoPlan-Bench2,video_grounded_ontopic,a053c7e8-2b71-4466-abac-c6747563735a,Hobbies,a053c7e8-2b71-4466-abac-c6747563735a_8,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m getting this dough smoothed out before I cover it up.""}, {""speaker"": ""Other"", ""text"": ""Nice, it looks like it’s coming together well. Are you letting it rest after this?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, that’s the plan. I just need to get everything prepped and keep the bowl covered.""}, {""speaker"": ""Other"", ""text"": ""Sounds good. Baking always feels easier once all the little tools are out of the way.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. A little cleanup now saves me trouble later.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare dough? (A) open top cabinet (B) place hand on fridge (C) open box (D) place bowl in oven","{""A"": ""open top cabinet"", ""B"": ""place hand on fridge"", ""C"": ""open box"", ""D"": ""place bowl in oven""}",C,121.6,140.96666666666667
EgoPlan-Bench2,video_grounded_ontopic,c1e6482e-2457-4f99-a25d-21701bed69ec,Work,c1e6482e-2457-4f99-a25d-21701bed69ec_19,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m getting these nails lined up and trying to get this piece of wood set in place.""}, {""speaker"": ""Other"", ""text"": ""Looks like you’ve been switching tools a lot. Is the board giving you trouble?""}, {""speaker"": ""Camera Wearer"", ""text"": ""A little bit, yeah. I had to move around and keep the nail handy while I figured out the right spot.""}, {""speaker"": ""Other"", ""text"": ""Makes sense. Once it’s positioned right, it should go in a lot easier.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m just getting everything ready so I can finish it off cleanly.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to drive nail into wood? (A) pick up hammer (B) drive nail with hammer (C) put nail in wood hole (D) remove nail","{""A"": ""pick up hammer"", ""B"": ""drive nail with hammer"", ""C"": ""put nail in wood hole"", ""D"": ""remove nail""}",A,1349.2666666666667,1498.3666666666666
EgoPlan-Bench2,video_grounded_ontopic,c59a4d5e-3203-4494-8d1c-fc0652e7555a,Work,c59a4d5e-3203-4494-8d1c-fc0652e7555a_39,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m lining up these planks on the saw and trying to keep everything square.""}, {""speaker"": ""Other"", ""text"": ""Looks like you’ve got a pretty good setup. Need a hand moving anything?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I just pulled the stool closer so I can work a little easier. Now I’m checking this layout against the sketch.""}, {""speaker"": ""Other"", ""text"": ""Nice. Once the pieces are positioned right, it should be easier to make the cuts clean.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m measuring everything again before I adjust the boards any further.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to measure and adjust the pieces? (A) drag stool closer (B) drop pieces of plank (C) measure sketch (D) drop measuring tape","{""A"": ""drag stool closer"", ""B"": ""drop pieces of plank"", ""C"": ""measure sketch"", ""D"": ""drop measuring tape""}",C,460.8333333333333,500.0
EgoPlan-Bench2,video_grounded_ontopic,620d3087-c6fb-4b08-bb6a-4dc4ede3b994,Work,620d3087-c6fb-4b08-bb6a-4dc4ede3b994_32,"[{""speaker"": ""Camera Wearer"", ""text"": ""Alright, I’ve got the steel rod lined up. I’m checking the fit before I move on.""}, {""speaker"": ""Other"", ""text"": ""Nice, looks like it’s almost in place. Do you need to measure it again?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m just double-checking on my phone real quick and making sure everything’s set.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Once that’s done, we should clear the area and keep the walkway safe.""}, {""speaker"": ""Camera Wearer"", ""text"": ""For sure. I’m just finishing up here, then I’ll move on to the next part.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to fix steel rods into holes on stairs? (A) apply gum on steel rod (B) drop screwdriver on carton (C) shut door (D) fix steel rod into hole","{""A"": ""apply gum on steel rod"", ""B"": ""drop screwdriver on carton"", ""C"": ""shut door"", ""D"": ""fix steel rod into hole""}",C,1156.4,1177.4
EgoPlan-Bench2,video_grounded_ontopic,1e96ede3-aa85-4162-a32f-c565e5194cab,Hobbies,1e96ede3-aa85-4162-a32f-c565e5194cab_62,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m getting this beaded thread trimmed down now. It’s a little fiddly, but it’s coming together.""}, {""speaker"": ""Other"", ""text"": ""Looks like you’ve got a steady hand. Are you making a bracelet or something?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just a small handmade piece. I need to clean up the ends and make sure it stays neat.""}, {""speaker"": ""Other"", ""text"": ""Nice. The beads look good—just make sure everything lines up before you finish it off.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m setting it down here so I can check the length and keep it organized.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to tie the cut pieces of thread? (A) tie thread tip (B) pick up thread (C) pick up scissor (D) separate beads in thread","{""A"": ""tie thread tip"", ""B"": ""pick up thread"", ""C"": ""pick up scissor"", ""D"": ""separate beads in thread""}",A,617.0,619.5
EgoPlan-Bench2,video_grounded_ontopic,72f9c7a5-24b6-4134-85ff-00c0d9910709,Daily life,72f9c7a5-24b6-4134-85ff-00c0d9910709_20,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just getting these vegetables ready for dinner. The zucchini’s already chopped, so now I’m working on the tomatoes.""}, {""speaker"": ""Other"", ""text"": ""Nice, are you making a salad or cooking everything together?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Probably a bit of both. I want the tomatoes rinsed first so they’re clean before I cut them up.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Fresh tomatoes always taste better after a quick rinse.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, and once these are prepped, it should be pretty quick to finish the rest of the vegetables.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare tomatoes? (A) put tomatoes on chopping board (B) pick up tomato container (C) drop nylon in sink (D) remove lid of tomato container","{""A"": ""put tomatoes on chopping board"", ""B"": ""pick up tomato container"", ""C"": ""drop nylon in sink"", ""D"": ""remove lid of tomato container""}",C,168.86666666666667,182.4
EgoPlan-Bench2,video_grounded_ontopic,358b4617-283d-48df-bfd8-523cbb525b5d,Daily life,358b4617-283d-48df-bfd8-523cbb525b5d_10,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just tidying up this area and getting everything ready to pack away.""}, {""speaker"": ""Other"", ""text"": ""Nice, are you sorting out the cover and the rest of the stuff too?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m trying to keep it organized so it doesn’t get messy.""}, {""speaker"": ""Other"", ""text"": ""Makes sense. Once you get that part secured, it should be much easier to move on.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly, I’m almost done with this section now.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to remove bed cover and bedsheet? (A) pick bedsheet (B) open door (C) hook plastic bag (D) climb down stairs","{""A"": ""pick bedsheet"", ""B"": ""open door"", ""C"": ""hook plastic bag"", ""D"": ""climb down stairs""}",C,810.2666666666667,839.6333333333333
EgoPlan-Bench2,video_grounded_ontopic,773b6d5f-4ce9-49c4-8aa6-723ec19110f1,Daily life,773b6d5f-4ce9-49c4-8aa6-723ec19110f1_4,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m finishing up the pasta here. It smells pretty good.""}, {""speaker"": ""Other"", ""text"": ""Nice, did it turn out the way you wanted?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Almost. I’m just checking the texture and cleaning up a bit after.""}, {""speaker"": ""Other"", ""text"": ""Looks like you’ve got the kitchen under control. Need anything else?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Nope, just giving it one last taste and then I’ll rinse everything off.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare pasta? (A) pick spoon (B) put pot in sink (C) collect pasta in pot (D) taste pasta","{""A"": ""pick spoon"", ""B"": ""put pot in sink"", ""C"": ""collect pasta in pot"", ""D"": ""taste pasta""}",B,0.0,35.93333333333333
EgoPlan-Bench2,video_grounded_ontopic,c50c4243-d44d-4627-b971-de4e90eaa8d9,Work,c50c4243-d44d-4627-b971-de4e90eaa8d9_1,"[{""speaker"": ""Camera Wearer"", ""text"": ""Alright, I’ve got the tire lined up and sitting on the hub now.""}, {""speaker"": ""Other"", ""text"": ""Nice, that’s the tricky part. Make sure it’s seated evenly before you go any further.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m checking the fit and getting everything started by hand first.""}, {""speaker"": ""Other"", ""text"": ""Good call. It’s always easier to keep it aligned when you don’t tighten anything too soon.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly, I’m just working around the wheel and getting the hardware in place.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to fix first tire on wheel hub? (A) take tire (B) roll tire (C) take nut (D) put tire on wheel hub","{""A"": ""take tire"", ""B"": ""roll tire"", ""C"": ""take nut"", ""D"": ""put tire on wheel hub""}",C,3.2,19.566666666666666
EgoPlan-Bench2,video_grounded_ontopic,6e31866f-9e18-4eb4-a435-b175406c577f,Work,6e31866f-9e18-4eb4-a435-b175406c577f_0,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’ve got my gloves on now. Let me take a quick look around and make sure everything’s set up right.""}, {""speaker"": ""Other"", ""text"": ""Good idea. Are you getting the tubes ready for the next step?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m checking the cabinet and opening this container to see what’s inside. I want everything organized before I start.""}, {""speaker"": ""Other"", ""text"": ""Looks like a pretty careful process. Need a hand with anything?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I think I’m good for now. I’m just moving these tubes out and clearing the workspace so I can keep going.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to wear gloves and prepare test tubes? (A) close mark pen (B) wear gloves (C) place syringes on table (D) remove test tubes","{""A"": ""close mark pen"", ""B"": ""wear gloves"", ""C"": ""place syringes on table"", ""D"": ""remove test tubes""}",D,0.0,21.6
EgoPlan-Bench2,video_grounded_ontopic,0deec3a4-11da-4d65-b1dc-6de9b0f2c57a,Daily life,0deec3a4-11da-4d65-b1dc-6de9b0f2c57a_5,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m trying to get this sweater top to sit right on the line.""}, {""speaker"": ""Other"", ""text"": ""Looks like it needs a little adjusting. Is it drying evenly?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m checking it now. The shape looks better after I smooth it out.""}, {""speaker"": ""Other"", ""text"": ""Nice. Are you taking a picture of it for reference?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just snapping one so I can see how it looks before I leave it there.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to take pictures of selected sweater top? (A) put sweater top (B) push clothes (C) take photo of clothe (D) turn clothe","{""A"": ""put sweater top"", ""B"": ""push clothes"", ""C"": ""take photo of clothe"", ""D"": ""turn clothe""}",B,1316.1666666666667,1334.9666666666667
EgoPlan-Bench2,video_grounded_ontopic,a2f25985-0589-42ca-af57-58930079dfb9,Daily life,a2f25985-0589-42ca-af57-58930079dfb9_22,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just finishing up washing my hands.""}, {""speaker"": ""Other"", ""text"": ""Nice, good timing. Did you use soap?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I lathered up pretty well and rinsed everything off.""}, {""speaker"": ""Other"", ""text"": ""Good call. Paper towel’s right there if you need it.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yep, I’ve got one now—just drying off before I head out.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to clean hands in locker room? (A) press soap dispenser (B) wash hands (C) grab paper towel (D) drop paper towel in trash","{""A"": ""press soap dispenser"", ""B"": ""wash hands"", ""C"": ""grab paper towel"", ""D"": ""drop paper towel in trash""}",D,7222.933333333333,7269.066666666667
EgoPlan-Bench2,video_grounded_ontopic,3661bbd5-7eab-4e2c-93a7-188a758b9f48,Daily life,3661bbd5-7eab-4e2c-93a7-188a758b9f48_27,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m sorting out all this little trash and paper first. There’s a lot more here than I thought.""}, {""speaker"": ""Other"", ""text"": ""Yeah, just gather everything up and make sure the masks and scraps are separated.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Right, I’ve got the small pieces and the masks off the table now. I’m trying to keep the area neat.""}, {""speaker"": ""Other"", ""text"": ""Good. Once you finish that, rinse out the bin and set the basin aside so it’s easier to clean.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Got it. I’ll finish this up and then tidy the rest of the cleanup area.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to clean the room? (A) close water tap (B) pour water in dustbin (C) put down plastic basin (D) throw dust in dustbin","{""A"": ""close water tap"", ""B"": ""pour water in dustbin"", ""C"": ""put down plastic basin"", ""D"": ""throw dust in dustbin""}",B,402.6333333333333,432.6666666666667
EgoPlan-Bench2,video_grounded_ontopic,b9de7a2c-d02e-4d66-9556-381f0b7ca51a,Recreation,b9de7a2c-d02e-4d66-9556-381f0b7ca51a_10,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m in the locker room getting my shoes sorted out before I head back out.""}, {""speaker"": ""Other"", ""text"": ""Nice, did you bring everything you need?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, just grabbing my water and fixing these shoes. They’re a little stubborn today.""}, {""speaker"": ""Other"", ""text"": ""Sounds like they need a bit of work. Take your time and make sure they fit right.""}, {""speaker"": ""Camera Wearer"", ""text"": ""For sure, I’m tightening them up now so they’ll feel better when I stand up.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to wear shoes? (A) adjust shoe (B) open locker (C) adjust lace on shoe (D) get up from bench","{""A"": ""adjust shoe"", ""B"": ""open locker"", ""C"": ""adjust lace on shoe"", ""D"": ""get up from bench""}",C,6535.2,6648.933333333333
EgoPlan-Bench2,video_grounded_ontopic,235b49d2-b59c-4079-81cc-ad9c01dbd2df,Work,235b49d2-b59c-4079-81cc-ad9c01dbd2df_20,"[{""speaker"": ""Other"", ""text"": ""Looks like you’ve got the mini tractor torn apart pretty well. What are you working on now?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m just swapping between the hammer, drill, and spanner to loosen a few stubborn parts. This thing’s fighting me a bit.""}, {""speaker"": ""Other"", ""text"": ""I saw you grabbing tools from the cabinet. Did you find the right size for that fastener?""}, {""speaker"": ""Camera Wearer"", ""text"": ""I think so. I’m checking each section and cleaning off the bits as I go, so I don’t lose track of anything.""}, {""speaker"": ""Other"", ""text"": ""Nice, that sounds like good progress. Once you get that piece off, the rest should be easier.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to work on a mini-tractor with tools? (A) remove hands from tractor (B) place hammer on tractor (C) unscrew with left hand (D) turn compartment with right hand","{""A"": ""remove hands from tractor"", ""B"": ""place hammer on tractor"", ""C"": ""unscrew with left hand"", ""D"": ""turn compartment with right hand""}",C,82.9,202.6
EgoPlan-Bench2,video_grounded_ontopic,f54fd12b-d439-4f3c-9d0c-293336dd33b1,Daily life,f54fd12b-d439-4f3c-9d0c-293336dd33b1_8,"[{""speaker"": ""Camera Wearer"", ""text"": ""I’m just finishing up in here. I had to grab my sweater because it got a little chilly while I was cleaning.""}, {""speaker"": ""Other"", ""text"": ""Good idea. It looks like you’ve already been sweeping for a while.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m trying to get all the dust and little bits into one spot before I clean it up.""}, {""speaker"": ""Other"", ""text"": ""That always makes it easier. Once you’ve got it gathered, the floor looks so much better.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m just moving around the room and getting the last of it swept up.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to sweep the floor? (A) sweep floor (B) zip up sweater (C) open door (D) place dustpan","{""A"": ""sweep floor"", ""B"": ""zip up sweater"", ""C"": ""open door"", ""D"": ""place dustpan""}",D,1.0666666666666667,110.33333333333333
EgoPlan-Bench2,video_grounded_ontopic,04994ce8-9d47-44d6-a7b0-42b395e69390,Work,04994ce8-9d47-44d6-a7b0-42b395e69390_74,"[{""speaker"": ""Camera Wearer"", ""text"": ""This floor is finally ready for the next step. I’ve been clearing and smoothing everything out so it’ll lay properly.""}, {""speaker"": ""Other"", ""text"": ""Nice, it’s looking much better already. Are you trying to keep the spacing even across the whole area?""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, that’s the goal. I’m checking the alignment as I go so nothing ends up crooked.""}, {""speaker"": ""Other"", ""text"": ""Good call. Once you get the first section set, the rest usually goes a lot faster.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Exactly. I’m just taking it one section at a time and making sure everything sits right.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare tiles? (A) clean tile edge (B) drop trowel on cement bucket (C) place tiles on floor (D) swipe cement bucket","{""A"": ""clean tile edge"", ""B"": ""drop trowel on cement bucket"", ""C"": ""place tiles on floor"", ""D"": ""swipe cement bucket""}",C,811.8666666666667,822.4666666666667
EgoPlan-Bench2,video_grounded_ontopic,5157296d-a7af-4155-a15c-8f61afc127b5,Work,5157296d-a7af-4155-a15c-8f61afc127b5_10,"[{""speaker"": ""Other"", ""text"": ""Looks like you're really getting that metal piece lined up.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Yeah, I’m shaping it a bit, then I’ll secure the top and check the fit.""}, {""speaker"": ""Other"", ""text"": ""Nice. The hammering seems to be helping smooth everything out.""}, {""speaker"": ""Camera Wearer"", ""text"": ""It is. After that, I’m using the torch to lock it in place and make it solid.""}, {""speaker"": ""Other"", ""text"": ""Cool, it’s coming together pretty well.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to prepare the metal? (A) put down metal rod (B) pick hammer (C) hit metal rod (D) fix metal cap","{""A"": ""put down metal rod"", ""B"": ""pick hammer"", ""C"": ""hit metal rod"", ""D"": ""fix metal cap""}",D,97.83333333333333,116.5
EgoPlan-Bench2,video_grounded_ontopic,a5bd4711-275b-4bbf-96fe-37553e5d3e93,Recreation,a5bd4711-275b-4bbf-96fe-37553e5d3e93_15,"[{""speaker"": ""Camera Wearer"", ""text"": ""This tent is finally starting to take shape. Can you hold that sheet steady for a second?""}, {""speaker"": ""Other"", ""text"": ""Yep, I’ve got it. These poles always seem trickier than they look.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Tell me about it. I’m trying to get this edge lined up before I zip it shut.""}, {""speaker"": ""Other"", ""text"": ""Looks good. Once it’s all clipped in, it should be much easier to finish.""}, {""speaker"": ""Camera Wearer"", ""text"": ""Nice, I’m just checking around to make sure everything’s in place before we call it done.""}]","Considering the progress shown in the video and my current observation in the last frame, what action should I take next in order to assemble the tent? (A) pick tent pole (B) connect tent pole (C) move tent pole (D) walk to other side of tent","{""A"": ""pick tent pole"", ""B"": ""connect tent pole"", ""C"": ""move tent pole"", ""D"": ""walk to other side of tent""}",B,318.1666666666667,341.26666666666665
